"obce","Běžné výdaje","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnikatelských subjektů celkem","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres","Domy s pečovatelskou službou","Domy s pečovatelskou službou - počet bytů"
"Proseč","1 061,68","606,29","0,00","0,00","0,00","244,98","223,17","0,00","62,00","9,00","13,00","16,00","18,00","2,00","4,00","18,00","5,00","223,17","1 074,44","2,00","12,76","851,27","1 061,68","1,00","3,00","0,00","Vysočina","HUMPOLEC","Pelhřimov",NA,NA
"Proseč","19 353,75","18 579,29","7 533,30","916,05","16 539,44","8 722,42","4 254,64","4,00","2 173,00","357,00","340,00","686,00","635,00","90,00","65,00","353,00","143,00","11 787,94","40 005,66","40,00","4 112,56","28 217,76","35 893,09","37,00","22,00","25,00","Pardubický kraj","CHRUDIM","Chrudim","1,00","10,00"
"Proseč pod Ještědem","3 858,19","3 209,75","200,00","6,70","198,79","138,25","549,41","4,00","314,00","54,00","44,00","100,00","96,00","8,00","12,00","75,00","24,00","749,41","4 104,11","26,00","47,13","3 354,70","4 056,98","7,00","2,00","5,00","Liberecký kraj","LIBEREC","Liberec",NA,NA
"Proseč pod Křemešníkem","871,69","939,82","111,00","0,00","256,33","88,12","161,56","1,00","88,00","13,00","9,00","34,00","25,00","3,00","4,00","22,00","5,00","272,56","1 300,50","3,00","172,48","1 027,94","1 128,02","3,00","1,00","3,00","Vysočina","PELHŘIMOV","Pelhřimov",NA,NA
"Prosečné","5 321,58","4 282,30","0,00","601,02","251,51","692,23","621,65","1,00","545,00","69,00","81,00","184,00","171,00","20,00","20,00","127,00","31,00","621,65","6 197,19","18,00","624,09","5 575,55","5 573,10","17,00","6,00","8,00","Královéhradecký kraj","VRCHLABÍ","Trutnov",NA,NA
"Prosenice","11 614,20","7 722,46","149,26","107,05","470,00","2 361,96","4 952,78","1,00","886,00","147,00","114,00","302,00","262,00","34,00","27,00","145,00","65,00","5 102,04","15 293,51","19,00","3 209,31","10 191,47","12 084,20","34,00","3,00","6,00","Olomoucký kraj","PŘEROV","Přerov",NA,NA
"Prosenická Lhota","2 457,78","3 793,69","0,00","0,00","399,63","470,28","158,53","0,00","461,00","65,00","71,00","150,00","143,00","13,00","19,00","117,00","20,00","158,53","4 422,50","8,00","1 565,09","4 263,97","2 857,41","16,00","3,00","10,00","Středočeský kraj","SEDLČANY","Příbram",NA,NA
"Prosetín","6 404,31","5 879,76","7 864,23","344,56","735,77","713,46","1 970,47","2,00","790,00","103,00","123,00","254,00","257,00","27,00","26,00","148,00","61,00","9 834,70","16 772,47","4,00","9 632,45","6 937,78","7 140,02","13,00","9,00","8,00","Pardubický kraj","CHRUDIM","Chrudim",NA,NA
"Prosetín","3 633,97","3 790,14","2 206,40","385,03","1 246,99","1 250,34","521,30","0,00","398,00","60,00","53,00","134,00","119,00","19,00","13,00","66,00","25,00","2 727,70","8 153,21","9,00","3 272,25","5 425,51","4 880,96","10,00","5,00","1,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou",NA,NA
"Prosíčka","1 328,52","1 077,23","0,00","0,00","0,00","176,92","222,14","1,00","118,00","19,00","23,00","34,00","33,00","4,00","5,00","23,00","10,00","222,14","1 476,29","3,00","147,77","1 254,15","1 328,52","2,00","2,00","2,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod",NA,NA
"Prosiměřice","12 150,48","6 609,01","0,00","791,18","7 125,47","2 403,88","5 433,40","4,00","806,00","135,00","134,00","239,00","240,00","33,00","25,00","164,00","59,00","5 433,40","15 237,47","25,00","-4 038,48","9 804,07","19 275,95","9,00","6,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo","1,00","79,00"
"Prostějov","900 401,23","537 026,74","54 636,99","86 551,94","233 522,87","122 939,65","385 166,86","127,00","45 116,00","7 765,00","6 135,00","13 746,00","14 346,00","1 752,00","1 372,00","10 766,00","2 489,00","439 803,85","1 186 322,18","794,00","52 398,08","746 518,33","1 133 924,10","922,00","563,00","483,00","Olomoucký kraj","PROSTĚJOV","Prostějov","8,00","265,00"
"Prostějovičky","2 756,91","2 130,94","0,00","0,00","148,00","130,03","876,71","0,00","280,00","45,00","46,00","93,00","82,00","8,00","6,00","48,00","18,00","876,71","3 137,68","13,00","232,77","2 260,97","2 904,91","3,00","2,00","2,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA,NA
"Prostiboř","2 827,93","1 694,83","0,00","107,84","0,00","272,15","860,94","2,00","148,00","21,00","13,00","60,00","45,00","3,00","6,00","38,00","18,00","860,94","2 935,76","3,00","107,83","2 074,82","2 827,93","1,00","1,00","0,00","Plzeňský kraj","STŘÍBRO","Tachov",NA,NA
"Prostřední Bečva","14 637,67","14 070,39","6 642,21","265,30","5 056,30","3 563,15","1 297,13","6,00","1 687,00","268,00","223,00","542,00","540,00","56,00","58,00","385,00","121,00","7 939,34","25 838,18","21,00","6 144,21","17 898,84","19 693,97","20,00","20,00","19,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín",NA,NA
"Prostřední Poříčí","1 670,14","1 956,04","2 946,88","20,35","818,64","526,68","138,62","1,00","283,00","54,00","40,00","102,00","76,00","7,00","4,00","29,00","13,00","3 085,50","5 588,57","14,00","3 099,79","2 503,07","2 488,78","2,00","2,00","6,00","Jihomoravský kraj","BOSKOVICE","Blansko",NA,NA
"Protivanov","9 547,81","8 606,12","737,06","57,59","5 717,07","1 734,12","1 799,80","2,00","1 039,00","147,00","155,00","347,00","337,00","27,00","26,00","187,00","48,00","2 536,86","12 934,69","18,00","-2 330,19","10 397,83","15 264,88","13,00","7,00","17,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA,NA
"Protivín","73 214,79","44 393,72","39 370,12","1 419,73","22 017,51","25 223,80","14 042,81","6,00","4 947,00","768,00","707,00","1 606,00","1 490,00","186,00","190,00","1 071,00","254,00","53 412,93","124 450,17","85,00","29 217,87","71 037,25","95 232,30","125,00","42,00","46,00","Jihočeský kraj","PÍSEK","Písek","2,00","68,00"
"Provodín","8 944,37","6 373,31","254,60","251,18","152,47","1 372,82","734,88","6,00","684,00","74,00","92,00","242,00","206,00","27,00","43,00","132,00","70,00","989,48","8 986,79","25,00","-110,05","7 997,31","9 096,84","17,00","8,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa",NA,NA
"Provodov","5 766,13","5 403,36","0,00","0,00","0,00","1 064,66","473,29","1,00","750,00","140,00","105,00","232,00","227,00","27,00","19,00","150,00","30,00","473,29","6 941,31","18,00","1 175,18","6 468,02","5 766,13","10,00","12,00","6,00","Zlínský kraj","ZLÍN","Zlín",NA,NA
"Provodov-Šonov","8 048,02","8 784,18","0,00","39,44","114,23","617,34","770,77","12,00","1 181,00","151,00","207,00","392,00","359,00","37,00","35,00","273,00","30,00","770,77","10 211,73","38,00","2 049,48","9 440,96","8 162,25","20,00","8,00","14,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod",NA,NA
"Provodovice","1 835,68","1 154,63","0,00","8,00","88,13","299,52","142,99","2,00","149,00","24,00","20,00","47,00","50,00","4,00","4,00","24,00","17,00","142,99","1 605,14","8,00","-318,67","1 462,15","1 923,81","10,00","2,00","3,00","Olomoucký kraj","HRANICE","Přerov",NA,NA
"Prštice","7 014,63","6 979,66","0,00","0,00","1 546,18","1 616,30","548,59","3,00","931,00","131,00","126,00","313,00","284,00","43,00","34,00","214,00","37,00","548,59","9 144,55","36,00","583,74","8 595,96","8 560,81","17,00","12,00","10,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov",NA,NA
"Průhonice","35 988,51","29 791,23","23 859,32","2 804,15","46 735,96","19 873,79","2 217,06","5,00","2 600,00","336,00","522,00","757,00","808,00","80,00","97,00","876,00","37,00","26 076,38","78 545,55","148,00","-4 178,92","52 469,17","82 724,47","120,00","12,00","27,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA
"Prušánky","12 818,48","17 069,33","2 765,82","2 931,83","17 706,37","6 306,95","1 454,46","7,00","2 154,00","319,00","295,00","711,00","679,00","76,00","74,00","385,00","206,00","4 220,28","30 528,39","61,00","3,54","26 308,11","30 524,85","36,00","27,00","23,00","Jihomoravský kraj","HODONÍN","Hodonín","1,00","8,00"
"Prusice","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Středočeský kraj","ŘÍČANY","Kolín",NA,NA
"Prusinovice","8 867,94","9 214,56","0,00","338,64","1 991,61","302,80","1 188,90","3,00","1 259,00","192,00","185,00","423,00","397,00","31,00","31,00","201,00","73,00","1 188,90","11 044,90","18,00","185,35","9 856,00","10 859,55","17,00","19,00","15,00","Zlínský kraj","HOLEŠOV","Kroměříž",NA,NA
"Prusy-Boškůvky","5 275,87","5 194,47","0,00","5,25","3 928,29","430,08","824,62","1,00","669,00","114,00","121,00","212,00","184,00","20,00","18,00","142,00","36,00","824,62","6 454,42","27,00","-2 749,74","5 629,80","9 204,16","13,00","4,00","10,00","Jihomoravský kraj","VYŠKOV","Vyškov",NA,NA
"Prysk","4 357,94","4 020,05","590,73","600,13","887,01","245,42","361,39","1,00","456,00","73,00","69,00","133,00","135,00","23,00","23,00","92,00","29,00","952,12","5 817,72","25,00","572,77","4 865,60","5 244,95","20,00","5,00","2,00","Liberecký kraj","NOVÝ BOR","Česká Lípa",NA,NA
"Pržno","7 853,50","7 326,89","840,90","0,00","4 302,48","867,60","909,84","4,00","1 017,00","96,00","136,00","429,00","297,00","23,00","36,00","203,00","62,00","1 750,74","9 945,23","25,00","-2 210,75","8 194,49","12 155,98","26,00","5,00","9,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek",NA,NA
"Pržno","4 599,75","5 245,66","0,00","2 583,10","1 212,01","729,61","420,01","0,00","670,00","117,00","90,00","226,00","194,00","15,00","28,00","113,00","34,00","420,01","8 978,38","11,00","3 166,62","8 558,37","5 811,76","12,00","14,00","2,00","Zlínský kraj","VSETÍN","Vsetín",NA,NA
"Pšánky","578,91","775,77","1 346,00","0,00","1 926,70","142,26","117,18","0,00","49,00","15,00","4,00","12,00","14,00","3,00","1,00","13,00","0,00","1 463,18","2 381,21","2,00","-124,40","918,03","2 505,61","0,00","0,00","1,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA,NA
"Psáře","1 370,23","1 739,33","0,00","0,00","163,79","402,20","101,50","1,00","135,00","37,00","14,00","43,00","35,00","2,00","4,00","35,00","5,00","101,50","2 243,03","9,00","709,01","2 141,53","1 534,02","4,00","2,00","0,00","Středočeský kraj","VLAŠIM","Benešov",NA,NA
"Psárov","1 052,52","1 612,17","0,00","0,00","311,73","400,45","130,56","0,00","127,00","33,00","8,00","45,00","29,00","7,00","5,00","22,00","5,00","130,56","2 143,18","1,00","778,93","2 012,62","1 364,25","8,00","2,00","1,00","Jihočeský kraj","TÁBOR","Tábor",NA,NA
"Psáry","25 861,39","29 607,42","54 436,90","7 749,61","84 693,78","2 508,48","1 231,62","33,00","3 378,00","267,00","646,00","1 107,00","1 154,00","98,00","106,00","933,00","82,00","55 668,52","95 534,03","185,00","-15 021,14","39 865,51","110 555,17","105,00","15,00","45,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA
"Pšov","10 866,94","7 405,58","0,00","249,32","665,00","4 012,31","1 233,56","0,00","584,00","90,00","62,00","214,00","180,00","21,00","17,00","94,00","59,00","1 233,56","12 900,77","14,00","1 368,83","11 667,21","11 531,94","17,00","8,00","5,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary",NA,NA
"Pšovlky","2 408,03","2 599,94","0,00","25,69","1 029,29","436,66","86,56","0,00","326,00","45,00","31,00","127,00","99,00","15,00","9,00","92,00","19,00","86,56","3 148,85","31,00","-288,47","3 062,29","3 437,32","18,00","4,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA,NA
"Pstruží","9 297,20","7 350,86","1 800,00","80,33","7 774,60","479,70","593,75","10,00","886,00","114,00","126,00","307,00","281,00","27,00","31,00","179,00","39,00","2 393,75","10 304,64","35,00","-6 767,16","7 910,89","17 071,80","15,00","7,00","8,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek",NA,NA
"Ptení","7 005,56","9 421,86","5 805,33","46,60","12 331,43","471,19","1 355,15","0,00","1 103,00","177,00","153,00","364,00","335,00","39,00","35,00","193,00","86,00","7 160,48","17 100,13","9,00","-2 236,86","9 939,65","19 336,99","24,00","16,00","12,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA,NA
"Ptenín","8 666,06","1 917,70","0,00","0,00","451,40","533,92","1 524,26","1,00","213,00","50,00","26,00","67,00","60,00","8,00","2,00","48,00","6,00","1 524,26","3 975,97","5,00","-5 141,46","2 451,62","9 117,43","11,00","2,00","0,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih",NA,NA
"Ptice","1 733,35","5 359,55","0,00","5 084,15","19 956,83","1 237,72","605,75","9,00","613,00","72,00","102,00","184,00","214,00","18,00","23,00","145,00","18,00","605,75","12 287,17","38,00","-9 403,01","11 681,42","21 690,18","15,00","3,00","5,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA
"Ptýrov","1 309,52","1 776,07","213,34","17,19","1 550,73","107,13","80,83","4,00","211,00","28,00","34,00","69,00","69,00","6,00","5,00","56,00","7,00","294,17","2 194,56","17,00","-665,69","1 900,39","2 860,25","6,00","1,00","2,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav",NA,NA
"Puchlovice","741,31","1 051,10","0,00","0,00","161,46","57,30","118,36","0,00","122,00","26,00","15,00","30,00","36,00","10,00","5,00","24,00","4,00","118,36","1 226,76","1,00","323,99","1 108,40","902,77","4,00","2,00","0,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA,NA
"Puclice","4 453,42","3 204,68","300,00","0,00","2 328,62","862,06","1 876,83","1,00","341,00","60,00","54,00","101,00","102,00","13,00","11,00","49,00","22,00","2 176,83","6 243,57","8,00","-538,47","4 066,74","6 782,04","7,00","1,00","1,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice",NA,NA
"Pucov","1 353,62","1 120,68","44,00","64,93","277,15","207,69","216,74","0,00","114,00","24,00","17,00","33,00","29,00","3,00","8,00","24,00","7,00","260,74","1 654,04","10,00","23,27","1 393,30","1 630,77","0,00","1,00","2,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA,NA
"Puklice","13 265,98","6 185,08","925,35","95,37","862,40","1 547,82","6 667,59","0,00","775,00","101,00","123,00","262,00","234,00","25,00","30,00","125,00","42,00","7 592,94","15 421,21","14,00","1 292,83","7 828,27","14 128,38","12,00","11,00","7,00","Vysočina","JIHLAVA","Jihlava",NA,NA
"Pulečný","2 795,83","2 703,19","48,30","1 560,67","65,40","459,78","467,24","7,00","345,00","45,00","57,00","119,00","107,00","7,00","10,00","89,00","25,00","515,54","5 239,18","10,00","2 377,95","4 723,64","2 861,23","12,00","3,00","4,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou",NA,NA
"Pustá Kamenice","3 187,52","2 989,66","100,00","35,13","382,73","607,99","205,85","0,00","332,00","44,00","49,00","113,00","98,00","13,00","15,00","63,00","20,00","305,85","3 938,64","0,00","368,43","3 632,78","3 570,20","5,00","8,00","7,00","Pardubický kraj","POLIČKA","Svitavy",NA,NA
"Pustá Polom","14 409,95","12 192,65","4 032,61","3 624,62","17 197,00","1 978,28","3 287,91","6,00","1 459,00","243,00","216,00","458,00","436,00","56,00","50,00","236,00","79,00","7 320,52","25 116,07","27,00","-6 490,88","17 795,55","31 606,95","18,00","17,00","12,00","Moravskoslezský kraj","OPAVA","Opava","1,00","7,00"
"Pustá Rybná","1 661,43","1 961,07","20,00","46,55","45,01","163,42","239,99","3,00","171,00","48,00","19,00","51,00","41,00","5,00","7,00","30,00","6,00","259,99","2 431,02","1,00","724,55","2 171,04","1 706,46","0,00","0,00","1,00","Pardubický kraj","POLIČKA","Svitavy",NA,NA
"Pustějov","6 880,63","7 489,86","550,00","59,62","3 683,18","1 441,71","926,17","4,00","976,00","163,00","143,00","306,00","306,00","25,00","33,00","181,00","73,00","1 476,17","10 467,36","14,00","-96,45","8 991,19","10 563,81","31,00","10,00","7,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín",NA,NA
"Pustiměř","13 589,94","13 324,61","0,00","170,32","5 588,93","343,50","2 258,57","19,00","1 648,00","226,00","283,00","521,00","539,00","40,00","39,00","326,00","63,00","2 258,57","16 097,00","58,00","-3 081,87","13 838,43","19 178,87","50,00","23,00","21,00","Jihomoravský kraj","VYŠKOV","Vyškov",NA,NA
"Pustina","719,47","728,15","0,00","0,00","186,76","98,63","129,55","0,00","74,00","17,00","14,00","19,00","15,00","4,00","5,00","17,00","5,00","129,55","956,33","2,00","50,14","826,78","906,20","0,00","1,00","1,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí",NA,NA
"Pustověty","1 990,94","1 914,50","0,00","81,40","59,59","216,28","434,12","1,00","163,00","23,00","27,00","44,00","45,00","12,00","12,00","33,00","9,00","434,12","2 646,30","2,00","595,77","2 212,18","2 050,53","9,00","2,00","3,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA,NA
"Putim","13 497,07","4 033,88","57 832,83","295,40","65 742,53","9 824,72","9 547,80","4,00","506,00","84,00","94,00","149,00","142,00","17,00","20,00","130,00","29,00","67 380,63","81 534,63","18,00","2 295,03","14 154,00","79 239,60","8,00","7,00","1,00","Jihočeský kraj","PÍSEK","Písek",NA,NA
"Putimov","2 671,53","2 503,18","111,75","0,00","178,80","303,40","244,72","2,00","265,00","29,00","36,00","101,00","87,00","7,00","5,00","64,00","11,00","356,47","3 163,05","2,00","312,72","2 806,58","2 850,33","3,00","0,00","3,00","Vysočina","PELHŘIMOV","Pelhřimov",NA,NA
"Pyšel","4 913,16","3 748,82","0,00","757,72","468,49","287,70","439,98","1,00","461,00","61,00","91,00","126,00","134,00","21,00","28,00","62,00","35,00","439,98","5 234,22","11,00","-147,42","4 794,24","5 381,64","4,00","3,00","6,00","Vysočina","TŘEBÍČ","Třebíč",NA,NA
"Pyšely","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Rabakov","582,31","485,06","0,00","0,00","29,40","96,04","80,82","0,00","55,00","15,00","5,00","15,00","15,00","3,00","2,00","14,00","1,00","80,82","661,92","5,00","50,21","581,10","611,71","3,00","2,00","0,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav",NA,NA
"Rabí","5 053,89","4 521,18","210,00","23,28","6 003,86","2 145,10","553,29","3,00","497,00","100,00","64,00","150,00","152,00","14,00","17,00","121,00","35,00","763,29","7 452,85","30,00","-3 604,90","6 689,56","11 057,75","14,00","6,00","8,00","Plzeňský kraj","SUŠICE","Klatovy",NA,NA
"Rabštejnská Lhota","4 946,90","5 166,43","5 389,43","0,00","989,48","499,09","1 187,77","6,00","704,00","61,00","115,00","240,00","251,00","17,00","20,00","172,00","29,00","6 577,20","12 242,70","25,00","6 306,35","5 665,52","5 936,36","25,00","8,00","7,00","Pardubický kraj","CHRUDIM","Chrudim",NA,NA
"Ráby","4 581,08","4 511,01","0,00","52,44","844,90","531,95","269,43","4,00","601,00","87,00","74,00","229,00","164,00","14,00","33,00","177,00","13,00","269,43","5 364,83","16,00","-61,16","5 095,40","5 426,00","13,00","8,00","4,00","Pardubický kraj","PARDUBICE","Pardubice",NA,NA
"Rabyně","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Středočeský kraj","BENEŠOV","Benešov",NA,NA
"Račetice","4 593,87","2 753,47","0,00","0,00","0,00","252,42","744,65","0,00","366,00","29,00","54,00","140,00","125,00","9,00","9,00","74,00","15,00","744,65","3 750,54","17,00","-843,33","3 005,89","4 593,87","13,00","1,00","1,00","Ústecký kraj","KADAŇ","Chomutov",NA,NA
"Račice","291,07","537,50","1 550,73","0,00","2 349,20","114,33","116,46","0,00","45,00","5,00","5,00","13,00","17,00","2,00","3,00","7,00","3,00","1 667,19","2 319,03","0,00","-321,25","651,83","2 640,28","0,00","0,00","0,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou",NA,NA
"Račice","2 191,08","3 378,09","0,00","0,00","1 124,71","836,34","128,74","3,00","320,00","54,00","44,00","98,00","99,00","15,00","10,00","76,00","19,00","128,74","4 343,17","4,00","1 027,38","4 214,43","3 315,79","6,00","3,00","3,00","Ústecký kraj","LITOMĚŘICE","Litoměřice",NA,NA
"Račice","1 650,84","1 806,70","0,00","11,10","926,54","216,00","339,69","0,00","160,00","33,00","18,00","51,00","43,00","7,00","8,00","34,00","3,00","339,69","2 373,49","6,00","-203,89","2 033,80","2 577,38","3,00","1,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA,NA
"Račice nad Trotinou","1 919,48","2 052,38","0,00","0,00","0,00","89,13","1 123,75","0,00","165,00","22,00","20,00","59,00","53,00","5,00","6,00","35,00","7,00","1 123,75","3 265,26","5,00","1 345,78","2 141,51","1 919,48","6,00","1,00","2,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA,NA
"Račice-Pístovice","8 072,31","8 975,95","140,00","788,47","7 741,76","526,71","763,18","6,00","1 074,00","162,00","157,00","333,00","333,00","46,00","43,00","235,00","48,00","903,18","11 194,31","27,00","-4 619,76","10 291,13","15 814,07","15,00","7,00","8,00","Jihomoravský kraj","VYŠKOV","Vyškov",NA,NA
"Račín","1 757,99","1 145,46","2 542,98","1 084,80","6 121,52","279,87","113,88","0,00","111,00","18,00","23,00","34,00","28,00","2,00","6,00","30,00","12,00","2 656,86","5 166,99","13,00","-2 712,52","2 510,13","7 879,51","4,00","1,00","2,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou",NA,NA
"Račiněves","4 272,48","4 206,19","0,00","683,04","183,54","652,31","769,51","0,00","560,00","78,00","65,00","209,00","169,00","23,00","16,00","111,00","29,00","769,51","6 311,05","60,00","1 855,03","5 541,54","4 456,02","29,00","6,00","7,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice",NA,NA
"Racková","5 763,14","5 996,23","164,00","134,40","628,64","559,19","330,55","4,00","788,00","101,00","140,00","255,00","257,00","21,00","14,00","184,00","45,00","494,55","7 184,37","21,00","792,59","6 689,82","6 391,78","18,00","5,00","4,00","Zlínský kraj","ZLÍN","Zlín",NA,NA
"Rácovice","1 123,19","1 149,76","0,00","0,00","150,05","32,97","220,78","0,00","106,00","23,00","19,00","33,00","24,00","5,00","2,00","14,00","7,00","220,78","1 403,51","1,00","130,27","1 182,73","1 273,24","1,00","2,00","0,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA,NA
"Radčice","1 163,64","1 130,32","0,00","0,00","142,36","272,82","110,51","0,00","169,00","47,00","17,00","47,00","46,00","6,00","6,00","41,00","15,00","110,51","1 513,65","5,00","207,65","1 403,14","1 306,00","3,00","4,00","2,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou",NA,NA
"Radějov","7 103,24","7 499,38","0,00","243,56","447,98","2 165,08","998,13","3,00","804,00","148,00","105,00","256,00","241,00","20,00","34,00","159,00","74,00","998,13","10 906,15","14,00","3 354,93","9 908,02","7 551,22","9,00","15,00","3,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín",NA,NA
"Radějovice","440,61","339,14","0,00","0,00","0,00","12,08","177,76","0,00","36,00","9,00","3,00","12,00","11,00","1,00","0,00","10,00","2,00","177,76","528,98","1,00","88,37","351,22","440,61","0,00","1,00","0,00","Jihočeský kraj","STRAKONICE","Strakonice",NA,NA
"Radějovice","1 874,88","2 284,84","0,00","1 175,87","1 922,69","346,11","111,24","1,00","296,00","33,00","54,00","88,00","105,00","10,00","6,00","115,00","10,00","111,24","3 918,06","11,00","120,49","3 806,82","3 797,57","8,00","2,00","4,00","Středočeský kraj","ŘÍČANY","Praha-východ",NA,NA
