"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Bohdalice-Pavlovice","800,00","103,00","136,00","275,00","251,00","22,00","13,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Bohdalín","219,00","43,00","33,00","71,00","65,00","3,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bohdalov","1 068,00","144,00","185,00","364,00","320,00","26,00","29,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalovice","280,00","27,00","48,00","105,00","87,00","8,00","5,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bohdaneč","416,00","68,00","60,00","150,00","121,00","10,00","7,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bohdašín","237,00","56,00","39,00","62,00","67,00","6,00","7,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bohdíkov","1 410,00","190,00","245,00","459,00","437,00","40,00","39,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohostice","192,00","30,00","28,00","71,00","52,00","7,00","4,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohumilice","317,00","58,00","63,00","91,00","91,00","6,00","8,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bohumín","23 028,00","2 946,00","3 413,00","7 874,00","7 415,00","754,00","626,00","Moravskoslezský kraj","BOHUMÍN","Karviná"
"Bohunice","43,00","11,00","5,00","14,00","10,00","1,00","2,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Bohuňov","235,00","21,00","39,00","94,00","73,00","4,00","4,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bohuňov","179,00","43,00","18,00","56,00","51,00","6,00","5,00","Pardubický kraj","SVITAVY","Svitavy"
"Bohuňovice","2 462,00","327,00","394,00","813,00","818,00","60,00","50,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bohuňovice","122,00","12,00","21,00","42,00","43,00","2,00","2,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Bohušice","110,00","19,00","12,00","36,00","34,00","5,00","4,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bohuslavice","494,00","66,00","84,00","163,00","161,00","13,00","7,00","Olomoucký kraj","KONICE","Prostějov"
"Bohuslavice","1 582,00","231,00","259,00","528,00","507,00","25,00","32,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bohuslavice","124,00","18,00","24,00","37,00","38,00","6,00","1,00","Vysočina","TELČ","Jihlava"
"Bohuslavice","468,00","57,00","75,00","158,00","155,00","12,00","11,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Bohuslavice nad Vláří","402,00","65,00","60,00","128,00","128,00","14,00","7,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Bohuslavice u Zlína","794,00","123,00","115,00","267,00","240,00","25,00","24,00","Zlínský kraj","ZLÍN","Zlín"
"Bohuslávky","332,00","66,00","37,00","96,00","110,00","14,00","9,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Bohušov","448,00","53,00","90,00","150,00","132,00","14,00","9,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Bohušovice nad Ohří","2 538,00","283,00","416,00","830,00","869,00","76,00","64,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Bohutice","609,00","84,00","94,00","186,00","202,00","21,00","22,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Bohutín","1 552,00","190,00","233,00","519,00","529,00","37,00","44,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohutín","844,00","92,00","123,00","298,00","290,00","22,00","19,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohy","70,00","14,00","12,00","18,00","22,00","2,00","2,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bojanov","649,00","129,00","87,00","201,00","181,00","24,00","27,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bojanovice","384,00","65,00","50,00","137,00","112,00","10,00","10,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bojanovice","181,00","26,00","35,00","61,00","48,00","8,00","3,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bojiště","236,00","36,00","42,00","80,00","63,00","7,00","8,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bojkovice","4 670,00","730,00","653,00","1 560,00","1 466,00","147,00","114,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Bolatice","4 237,00","560,00","627,00","1 458,00","1 438,00","75,00","79,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Boleboř","203,00","26,00","23,00","75,00","62,00","5,00","12,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bolehošť","558,00","89,00","85,00","186,00","166,00","17,00","15,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Boleradice","874,00","141,00","150,00","268,00","266,00","24,00","25,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bolešiny","661,00","56,00","113,00","235,00","213,00","23,00","21,00","Plzeňský kraj","KLATOVY","Klatovy"
"Boletice","253,00","15,00","53,00","99,00","80,00","3,00","3,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bolkov","49,00","15,00","2,00","16,00","12,00","2,00","2,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Boňkov","53,00","8,00","7,00","17,00","15,00","1,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bor","4 053,00","414,00","687,00","1 424,00","1 352,00","91,00","85,00","Plzeňský kraj","TACHOV","Tachov"
"Bor u Skutče","180,00","32,00","34,00","51,00","54,00","4,00","5,00","Pardubický kraj","CHRUDIM","Chrudim"
"Borač","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bořanovice","549,00","91,00","76,00","183,00","166,00","16,00","17,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Bordovice","549,00","69,00","74,00","189,00","185,00","12,00","20,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Boreč","275,00","28,00","71,00","80,00","79,00","7,00","10,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Borek","2","2","2","2","2","2","2","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Borek","238,00","26,00","38,00","87,00","77,00","5,00","5,00","Pardubický kraj","PARDUBICE","Pardubice"
"Borek","95,00","15,00","23,00","25,00","29,00","1,00","2,00","Královéhradecký kraj","HOŘICE","Jičín"
"Borek","139,00","31,00","25,00","40,00","35,00","5,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Borek","1 203,00","132,00","187,00","387,00","406,00","54,00","37,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bořenovice","176,00","36,00","26,00","59,00","46,00","4,00","5,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Bořetice","1 319,00","181,00","219,00","433,00","422,00","32,00","32,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bořetice","72,00","15,00","12,00","22,00","16,00","3,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořetín","90,00","14,00","26,00","21,00","23,00","3,00","3,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bořetín","104,00","25,00","19,00","28,00","27,00","2,00","3,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořice","172,00","32,00","28,00","54,00","43,00","7,00","8,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bořislav","333,00","50,00","45,00","120,00","97,00","11,00","10,00","Ústecký kraj","TEPLICE","Teplice"
"Bořitov","1 242,00","172,00","178,00","419,00","398,00","45,00","30,00","Jihomoravský kraj","BLANSKO","Blansko"
"Borkovany","751,00","133,00","112,00","260,00","209,00","19,00","18,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Borkovice","237,00","36,00","35,00","79,00","72,00","6,00","9,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Borohrádek","2 123,00","392,00","312,00","674,00","632,00","65,00","48,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borotice","294,00","36,00","47,00","97,00","85,00","14,00","15,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Borotice","379,00","35,00","64,00","143,00","122,00","6,00","9,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Borotín","534,00","88,00","86,00","178,00","156,00","13,00","13,00","Jihočeský kraj","TÁBOR","Tábor"
"Borotín","435,00","61,00","80,00","135,00","128,00","15,00","16,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Borová","175,00","37,00","11,00","61,00","59,00","3,00","4,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Borová","923,00","123,00","165,00","294,00","299,00","26,00","16,00","Pardubický kraj","POLIČKA","Svitavy"
"Borová Lada","274,00","30,00","33,00","106,00","97,00","3,00","5,00","Jihočeský kraj","VIMPERK","Prachatice"
"Borovany","221,00","42,00","29,00","70,00","68,00","9,00","3,00","Jihočeský kraj","MILEVSKO","Písek"
"Borovany","3 779,00","448,00","602,00","1 247,00","1 301,00","90,00","91,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Borovná","90,00","21,00","12,00","30,00","22,00","4,00","1,00","Vysočina","TELČ","Jihlava"
"Borovnice","179,00","42,00","20,00","51,00","54,00","10,00","2,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Borovnice","85,00","18,00","13,00","23,00","19,00","7,00","5,00","Středočeský kraj","VLAŠIM","Benešov"
"Borovnice","374,00","52,00","54,00","124,00","125,00","11,00","8,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borovnice","446,00","61,00","70,00","149,00","146,00","8,00","12,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovnice","103,00","12,00","12,00","36,00","38,00","1,00","4,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borovnička","199,00","31,00","31,00","62,00","61,00","8,00","6,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovník","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Borovno","98,00","21,00","14,00","30,00","24,00","5,00","4,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Borovy","2","2","2","2","2","2","2","Plzeňský kraj","PŘEŠTICE","Klatovy"
"Boršice","2 242,00","331,00","341,00","746,00","714,00","61,00","49,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršice u Blatnice","876,00","126,00","138,00","291,00","278,00","24,00","19,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršov","128,00","22,00","27,00","38,00","33,00","6,00","2,00","Vysočina","JIHLAVA","Jihlava"
"Boršov nad Vltavou","1 299,00","150,00","237,00","436,00","416,00","33,00","27,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borušov","160,00","21,00","28,00","57,00","51,00","2,00","1,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bory","784,00","99,00","152,00","260,00","231,00","28,00","14,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Boseň","399,00","54,00","71,00","142,00","110,00","10,00","12,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bošice","294,00","51,00","35,00","98,00","94,00","5,00","11,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bošilec","207,00","36,00","35,00","62,00","67,00","3,00","4,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bošín","86,00","12,00","18,00","25,00","29,00","1,00","1,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Boskovice","10 924,00","1 610,00","1 549,00","3 539,00","3 569,00","327,00","330,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Boskovštejn","151,00","27,00","26,00","46,00","44,00","5,00","3,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bošovice","1 062,00","166,00","154,00","357,00","343,00","19,00","23,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Boudy","182,00","33,00","16,00","68,00","55,00","5,00","5,00","Jihočeský kraj","PÍSEK","Písek"
"Bousín","129,00","29,00","18,00","42,00","37,00","2,00","1,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bousov","211,00","37,00","29,00","75,00","63,00","4,00","3,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bouzov","1 463,00","237,00","196,00","530,00","430,00","44,00","26,00","Olomoucký kraj","LITOVEL","Olomouc"
"Božanov","361,00","39,00","70,00","130,00","113,00","5,00","4,00","Královéhradecký kraj","BROUMOV","Náchod"
"Božejov","666,00","98,00","92,00","244,00","201,00","13,00","18,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Božetice","394,00","55,00","71,00","127,00","118,00","10,00","13,00","Jihočeský kraj","MILEVSKO","Písek"
"Boží Dar","176,00","22,00","34,00","58,00","52,00","6,00","4,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Božičany","621,00","57,00","123,00","214,00","195,00","19,00","13,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Božice","1 462,00","209,00","287,00","461,00","449,00","27,00","29,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bozkov","583,00","95,00","90,00","189,00","176,00","16,00","17,00","Liberecký kraj","SEMILY","Semily"
"Brada-Rybníček","87,00","9,00","17,00","28,00","30,00","2,00","1,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bradáčov","68,00","23,00","5,00","12,00","17,00","6,00","5,00","Jihočeský kraj","TÁBOR","Tábor"
"Bradlec","730,00","47,00","146,00","267,00","243,00","15,00","12,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bradlecká Lhota","205,00","38,00","16,00","68,00","69,00","8,00","6,00","Liberecký kraj","SEMILY","Semily"
"Brambory","107,00","16,00","16,00","36,00","30,00","4,00","5,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Braňany","1 168,00","148,00","204,00","420,00","344,00","33,00","19,00","Ústecký kraj","MOST","Most"
"Brandov","240,00","19,00","24,00","87,00","88,00","9,00","13,00","Ústecký kraj","LITVÍNOV","Most"
"Brandýs nad Labem-Stará Boleslav","15 727,00","2 161,00","2 176,00","5 207,00","5 215,00","476,00","492,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brandýs nad Orlicí","1 428,00","238,00","187,00","482,00","445,00","41,00","35,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Brandýsek","1 675,00","249,00","236,00","566,00","525,00","46,00","53,00","Středočeský kraj","KLADNO","Kladno"
"Branice","310,00","50,00","51,00","94,00","90,00","14,00","11,00","Jihočeský kraj","MILEVSKO","Písek"
"Braníškov","175,00","34,00","17,00","57,00","61,00","2,00","4,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Branišov","205,00","22,00","33,00","66,00","74,00","5,00","5,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Branka u Opavy","1 060,00","115,00","180,00","362,00","356,00","21,00","26,00","Moravskoslezský kraj","OPAVA","Opava"
"Brankovice","901,00","100,00","150,00","291,00","306,00","27,00","27,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Branky","884,00","112,00","172,00","277,00","276,00","27,00","20,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Branná","322,00","39,00","53,00","127,00","90,00","10,00","3,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Branov","203,00","35,00","25,00","65,00","63,00","7,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Bransouze","261,00","44,00","41,00","87,00","77,00","6,00","6,00","Vysočina","TŘEBÍČ","Třebíč"
"Brantice","1 238,00","136,00","202,00","425,00","422,00","23,00","30,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Branžež","214,00","39,00","37,00","67,00","59,00","6,00","6,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Braškov","959,00","131,00","147,00","293,00","312,00","40,00","36,00","Středočeský kraj","KLADNO","Kladno"
"Břasy","2 065,00","355,00","245,00","702,00","623,00","73,00","67,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bratčice","656,00","107,00","103,00","217,00","195,00","24,00","10,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Bratčice","366,00","84,00","41,00","116,00","103,00","8,00","14,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bratkovice","282,00","38,00","46,00","91,00","85,00","9,00","13,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bratřejov","757,00","91,00","144,00","258,00","227,00","22,00","15,00","Zlínský kraj","VIZOVICE","Zlín"
"Bratřice","170,00","46,00","16,00","49,00","54,00","3,00","2,00","Vysočina","PACOV","Pelhřimov"
"Bratříkovice","160,00","22,00","30,00","53,00","43,00","4,00","8,00","Moravskoslezský kraj","OPAVA","Opava"
"Bratřínov","125,00","18,00","18,00","39,00","42,00","5,00","3,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bratronice","787,00","121,00","123,00","252,00","245,00","27,00","19,00","Středočeský kraj","KLADNO","Kladno"
"Bratronice","52,00","13,00","4,00","21,00","12,00","1,00","1,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bratrušov","575,00","74,00","88,00","209,00","170,00","19,00","15,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bravantice","787,00","67,00","130,00","302,00","248,00","21,00","19,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Brázdim","605,00","68,00","92,00","211,00","201,00","14,00","19,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brdy","40,00","2,00","6,00","19,00","12,00","0,00","1,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Břeclav","25 652,00","3 388,00","3 610,00","8 504,00","8 731,00","787,00","632,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Břehov","107,00","14,00","12,00","42,00","32,00","2,00","5,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Břehy","968,00","134,00","131,00","328,00","323,00","26,00","26,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Břest","952,00","121,00","136,00","335,00","306,00","25,00","29,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Břestek","751,00","121,00","109,00","258,00","221,00","23,00","19,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Břevnice","110,00","18,00","12,00","38,00","35,00","4,00","3,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Břežany","126,00","16,00","24,00","42,00","36,00","2,00","6,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Břežany","167,00","28,00","22,00","58,00","50,00","5,00","4,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Břežany","932,00","90,00","152,00","323,00","332,00","22,00","13,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Břežany I","296,00","35,00","45,00","104,00","94,00","7,00","11,00","Středočeský kraj","KOLÍN","Kolín"
"Břežany II","524,00","62,00","77,00","187,00","164,00","16,00","18,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Březejc","132,00","14,00","27,00","43,00","42,00","2,00","4,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Březí","171,00","32,00","25,00","47,00","55,00","4,00","8,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Březí","1 561,00","151,00","236,00","561,00","548,00","29,00","36,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Březí","304,00","35,00","55,00","92,00","102,00","12,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Březí","72,00","16,00","11,00","22,00","16,00","4,00","3,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Březí nad Oslavou","216,00","33,00","43,00","70,00","55,00","11,00","4,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Březina","312,00","62,00","44,00","90,00","91,00","14,00","11,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Březina","380,00","45,00","64,00","133,00","116,00","13,00","9,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Březina","143,00","40,00","12,00","40,00","40,00","5,00","6,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Březina","5,00","2,00","0,00","2,00","0,00","0,00","1,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Březina","63,00","8,00","10,00","24,00","19,00","2,00","0,00","Královéhradecký kraj","JIČÍN","Jičín"
"Březina","2","2","2","2","2","2","2","Jihomoravský kraj","ŠLAPANICE","Blansko"
"Březina","362,00","67,00","46,00","124,00","105,00","12,00","8,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Březina (dříve okr.Tišnov)","237,00","31,00","42,00","70,00","80,00","7,00","7,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Březinky","154,00","28,00","25,00","48,00","47,00","3,00","3,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
