"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Slaný","15 070,00","2 115,00","2 277,00","4 948,00","4 938,00","421,00","371,00","Středočeský kraj","SLANÝ","Kladno"
"Šlapanice","196,00","23,00","37,00","60,00","62,00","9,00","5,00","Středočeský kraj","SLANÝ","Kladno"
"Šlapanice","6 339,00","1 024,00","957,00","1 948,00","2 020,00","208,00","182,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Šlapanov","802,00","112,00","143,00","254,00","241,00","26,00","26,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Slapsko","122,00","26,00","20,00","30,00","36,00","3,00","7,00","Jihočeský kraj","TÁBOR","Tábor"
"Slapy","648,00","113,00","73,00","206,00","216,00","22,00","18,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Slapy","431,00","41,00","76,00","148,00","150,00","6,00","10,00","Jihočeský kraj","TÁBOR","Tábor"
"Slatina","115,00","23,00","18,00","36,00","32,00","3,00","3,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Slatina","721,00","95,00","106,00","235,00","237,00","26,00","22,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Slatina","258,00","57,00","38,00","83,00","68,00","11,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Slatina","409,00","49,00","67,00","144,00","131,00","10,00","8,00","Středočeský kraj","KLADNO","Kladno"
"Slatina","216,00","30,00","33,00","72,00","69,00","9,00","3,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Slatina","76,00","13,00","8,00","30,00","22,00","0,00","3,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Slatina","114,00","17,00","17,00","39,00","33,00","5,00","3,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Slatina nad Úpou","279,00","59,00","33,00","88,00","84,00","7,00","8,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Slatina nad Zdobnicí","816,00","117,00","127,00","280,00","255,00","22,00","15,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Slatiňany","4 004,00","552,00","568,00","1 368,00","1 289,00","118,00","109,00","Pardubický kraj","CHRUDIM","Chrudim"
"Slatinice","1 457,00","228,00","212,00","501,00","421,00","55,00","40,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Slatinky","454,00","63,00","75,00","144,00","147,00","13,00","12,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Slatiny","562,00","146,00","87,00","158,00","155,00","10,00","6,00","Královéhradecký kraj","JIČÍN","Jičín"
"Slavče","521,00","56,00","90,00","193,00","152,00","19,00","11,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Slavětice","235,00","40,00","38,00","74,00","58,00","15,00","10,00","Vysočina","TŘEBÍČ","Třebíč"
"Slavětín","453,00","58,00","84,00","156,00","137,00","11,00","7,00","Ústecký kraj","LOUNY","Louny"
"Slavětín","93,00","28,00","15,00","21,00","22,00","3,00","4,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Slavětín","201,00","35,00","35,00","65,00","58,00","5,00","3,00","Olomoucký kraj","LITOVEL","Olomouc"
"Slavětín nad Metují","227,00","37,00","35,00","73,00","74,00","5,00","3,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Slavhostice","139,00","31,00","10,00","43,00","46,00","5,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Slavičín","7 079,00","935,00","1 082,00","2 376,00","2 345,00","197,00","144,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Slavičky","210,00","29,00","36,00","66,00","61,00","11,00","7,00","Vysočina","TŘEBÍČ","Třebíč"
"Slavíkov","314,00","61,00","48,00","99,00","92,00","9,00","5,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Slavíkovice","224,00","38,00","34,00","80,00","62,00","6,00","4,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Slavkov","1 686,00","176,00","291,00","594,00","550,00","43,00","32,00","Moravskoslezský kraj","OPAVA","Opava"
"Slavkov","690,00","144,00","91,00","211,00","199,00","26,00","19,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Slavkov pod Hostýnem","546,00","85,00","80,00","171,00","179,00","19,00","12,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Slavkov u Brna","5 936,00","821,00","914,00","1 952,00","1 949,00","148,00","152,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Slavníč","42,00","3,00","11,00","13,00","10,00","4,00","1,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Slavonice","2 706,00","308,00","484,00","915,00","858,00","68,00","73,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Slavoňov","268,00","42,00","52,00","79,00","78,00","11,00","6,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Slavošov","165,00","41,00","22,00","47,00","46,00","5,00","4,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Šléglov","33,00","6,00","3,00","12,00","12,00","0,00","0,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Slepotice","439,00","61,00","75,00","155,00","134,00","9,00","5,00","Pardubický kraj","PARDUBICE","Pardubice"
"Slezské Pavlovice","176,00","23,00","23,00","64,00","52,00","9,00","5,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Slezské Rudoltice","646,00","65,00","135,00","233,00","185,00","16,00","12,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Slopné","575,00","86,00","94,00","187,00","188,00","11,00","9,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Sloup","915,00","114,00","143,00","319,00","299,00","18,00","22,00","Jihomoravský kraj","BLANSKO","Blansko"
"Sloup v Čechách","708,00","137,00","88,00","230,00","215,00","20,00","18,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Sloupnice","2","2","2","2","2","2","2","Pardubický kraj","LITOMYŠL","Svitavy"
"Sloupno","45,00","11,00","5,00","16,00","10,00","2,00","1,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Sloupno","480,00","68,00","76,00","165,00","153,00","6,00","12,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Sloveč","521,00","94,00","75,00","175,00","143,00","18,00","16,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Slověnice","41,00","12,00","5,00","12,00","9,00","2,00","1,00","Středočeský kraj","VLAŠIM","Benešov"
"Sluhy","650,00","114,00","113,00","196,00","192,00","17,00","18,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Šluknov","5 701,00","698,00","993,00","1 927,00","1 835,00","133,00","115,00","Ústecký kraj","RUMBURK","Děčín"
"Slunečná","70,00","10,00","11,00","24,00","23,00","1,00","1,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Slup","443,00","57,00","67,00","150,00","149,00","9,00","11,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Slušovice","2 904,00","269,00","538,00","991,00","1 023,00","53,00","30,00","Zlínský kraj","VIZOVICE","Zlín"
"Sluštice","308,00","24,00","58,00","113,00","100,00","5,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Služátky","161,00","30,00","27,00","53,00","44,00","5,00","2,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Služovice","805,00","90,00","127,00","296,00","259,00","20,00","13,00","Moravskoslezský kraj","OPAVA","Opava"
"Smečno","1 781,00","309,00","257,00","546,00","578,00","44,00","47,00","Středočeský kraj","SLANÝ","Kladno"
"Smědčice","141,00","13,00","21,00","45,00","54,00","2,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Smetanova Lhota","263,00","58,00","22,00","89,00","79,00","7,00","8,00","Jihočeský kraj","PÍSEK","Písek"
"Smidary","1 523,00","250,00","234,00","541,00","426,00","36,00","36,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Smilkov","268,00","52,00","37,00","85,00","76,00","11,00","7,00","Středočeský kraj","VOTICE","Benešov"
"Smilovice","612,00","99,00","90,00","207,00","180,00","20,00","16,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Smilovice","55,00","10,00","8,00","18,00","14,00","4,00","1,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Smilovice","571,00","108,00","80,00","186,00","170,00","15,00","12,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Smilovy Hory","441,00","100,00","50,00","139,00","124,00","11,00","17,00","Jihočeský kraj","TÁBOR","Tábor"
"Smiřice","3 122,00","384,00","534,00","1 028,00","1 038,00","73,00","65,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Smolné Pece","100,00","15,00","13,00","33,00","30,00","3,00","6,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Smolnice","371,00","66,00","55,00","113,00","120,00","7,00","10,00","Ústecký kraj","LOUNY","Louny"
"Smolotely","219,00","43,00","36,00","66,00","64,00","6,00","4,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Smrček","111,00","17,00","13,00","43,00","35,00","2,00","1,00","Pardubický kraj","CHRUDIM","Chrudim"
"Smrčná","292,00","49,00","48,00","93,00","86,00","7,00","9,00","Vysočina","JIHLAVA","Jihlava"
"Smrk","261,00","46,00","36,00","80,00","86,00","7,00","6,00","Vysočina","TŘEBÍČ","Třebíč"
"Smržice","1 575,00","228,00","229,00","564,00","496,00","29,00","29,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Smržov","397,00","56,00","51,00","138,00","134,00","9,00","9,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Smržov","91,00","19,00","11,00","25,00","29,00","5,00","2,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Smržovka","3 433,00","420,00","526,00","1 192,00","1 092,00","112,00","91,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Snědovice","729,00","81,00","134,00","263,00","220,00","15,00","16,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Snět","99,00","26,00","7,00","32,00","24,00","4,00","6,00","Středočeský kraj","VLAŠIM","Benešov"
"Sněžné","752,00","95,00","125,00","259,00","234,00","20,00","19,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Sněžné","125,00","29,00","19,00","32,00","33,00","7,00","5,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Snovídky","367,00","51,00","62,00","117,00","117,00","12,00","8,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Sobčice","284,00","40,00","48,00","97,00","91,00","4,00","4,00","Královéhradecký kraj","HOŘICE","Jičín"
"Soběchleby","604,00","73,00","113,00","199,00","193,00","12,00","14,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Soběhrdy","310,00","53,00","60,00","94,00","90,00","7,00","6,00","Středočeský kraj","BENEŠOV","Benešov"
"Soběkury","568,00","98,00","80,00","186,00","167,00","20,00","17,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Soběnov","297,00","40,00","48,00","100,00","94,00","8,00","7,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Soběraz","85,00","13,00","16,00","27,00","23,00","3,00","3,00","Královéhradecký kraj","JIČÍN","Jičín"
"Soběšice","385,00","80,00","49,00","122,00","102,00","16,00","16,00","Plzeňský kraj","SUŠICE","Klatovy"
"Soběslav","7 308,00","1 122,00","1 073,00","2 391,00","2 341,00","206,00","175,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Soběslavice","133,00","23,00","19,00","43,00","41,00","4,00","3,00","Liberecký kraj","TURNOV","Liberec"
"Soběšovice","834,00","114,00","118,00","273,00","276,00","29,00","24,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Soběsuky","344,00","46,00","62,00","119,00","98,00","13,00","6,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Sobětuchy","578,00","51,00","101,00","219,00","191,00","8,00","8,00","Pardubický kraj","CHRUDIM","Chrudim"
"Sobíňov","597,00","105,00","95,00","203,00","169,00","10,00","15,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Sobíšky","161,00","24,00","22,00","49,00","50,00","8,00","8,00","Olomoucký kraj","PŘEROV","Přerov"
"Sobkovice","240,00","31,00","47,00","73,00","74,00","7,00","8,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Sobotín","2 468,00","390,00","336,00","822,00","808,00","54,00","58,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Sobotka","2 274,00","360,00","362,00","733,00","695,00","69,00","55,00","Královéhradecký kraj","JIČÍN","Jičín"
"Sobotovice","472,00","63,00","72,00","159,00","144,00","20,00","14,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Sobůlky","882,00","125,00","139,00","291,00","295,00","19,00","13,00","Jihomoravský kraj","KYJOV","Hodonín"
"Sojovice","441,00","62,00","67,00","153,00","138,00","15,00","6,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sokoleč","788,00","106,00","113,00","291,00","239,00","21,00","18,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Sokolnice","1 761,00","354,00","262,00","561,00","510,00","38,00","36,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Sokolov","24 901,00","2 918,00","4 050,00","8 332,00","8 337,00","711,00","553,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Solenice","327,00","59,00","36,00","104,00","96,00","20,00","12,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Solnice","2 099,00","293,00","332,00","671,00","661,00","74,00","68,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Šonov","308,00","39,00","66,00","99,00","94,00","6,00","4,00","Královéhradecký kraj","BROUMOV","Náchod"
"Sopotnice","930,00","139,00","155,00","295,00","291,00","28,00","22,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Sopřeč","268,00","49,00","41,00","90,00","74,00","6,00","8,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Sosnová","718,00","68,00","107,00","256,00","248,00","21,00","18,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Sosnová","2","2","2","2","2","2","2","Moravskoslezský kraj","OPAVA","Bruntál"
"Šošůvka","737,00","109,00","114,00","262,00","221,00","18,00","13,00","Jihomoravský kraj","BLANSKO","Blansko"
"Souňov","115,00","25,00","18,00","33,00","34,00","3,00","2,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Sousedovice","210,00","19,00","46,00","70,00","67,00","7,00","1,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Soutice","232,00","44,00","28,00","80,00","72,00","7,00","1,00","Středočeský kraj","VLAŠIM","Benešov"
"Sovětice","202,00","26,00","38,00","67,00","63,00","4,00","4,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Sovínky","323,00","32,00","51,00","119,00","107,00","5,00","9,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sovolusky","122,00","17,00","22,00","43,00","36,00","2,00","2,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Spálené Poříčí","2 529,00","395,00","372,00","834,00","808,00","62,00","58,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Spálov","929,00","138,00","159,00","311,00","280,00","22,00","19,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Spáňov","191,00","24,00","26,00","69,00","64,00","4,00","4,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Spělkov","55,00","17,00","2,00","18,00","17,00","0,00","1,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Spešov","565,00","73,00","84,00","184,00","191,00","20,00","13,00","Jihomoravský kraj","BLANSKO","Blansko"
"Špičky","290,00","46,00","35,00","101,00","95,00","7,00","6,00","Olomoucký kraj","HRANICE","Přerov"
"Špindlerův Mlýn","1 302,00","181,00","217,00","426,00","421,00","33,00","24,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Spojil","280,00","40,00","55,00","97,00","70,00","11,00","7,00","Pardubický kraj","PARDUBICE","Pardubice"
"Spomyšl","430,00","51,00","82,00","139,00","138,00","13,00","7,00","Středočeský kraj","MĚLNÍK","Mělník"
"Spořice","955,00","100,00","162,00","342,00","312,00","18,00","21,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Spytihněv","1 692,00","217,00","256,00","593,00","534,00","58,00","34,00","Zlínský kraj","OTROKOVICE","Zlín"
"Srbce","87,00","12,00","10,00","33,00","29,00","2,00","1,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Srbeč","284,00","41,00","44,00","90,00","90,00","10,00","9,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Srbice","253,00","34,00","31,00","88,00","81,00","5,00","14,00","Ústecký kraj","TEPLICE","Teplice"
"Srbice","390,00","71,00","51,00","128,00","122,00","11,00","7,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Srbská Kamenice","193,00","37,00","21,00","67,00","52,00","11,00","5,00","Ústecký kraj","DĚČÍN","Děčín"
"Srbsko","458,00","63,00","62,00","157,00","149,00","16,00","11,00","Středočeský kraj","BEROUN","Beroun"
"Srby","157,00","37,00","23,00","43,00","43,00","5,00","6,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Srby","386,00","52,00","57,00","127,00","126,00","12,00","12,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Srch","985,00","128,00","154,00","327,00","336,00","25,00","15,00","Pardubický kraj","PARDUBICE","Pardubice"
"Srní","320,00","36,00","34,00","118,00","118,00","4,00","10,00","Plzeňský kraj","SUŠICE","Klatovy"
"Srnín","225,00","26,00","34,00","83,00","72,00","5,00","5,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Srnojedy","568,00","34,00","119,00","213,00","194,00","6,00","2,00","Pardubický kraj","PARDUBICE","Pardubice"
"Srubec","1 107,00","93,00","187,00","387,00","377,00","26,00","37,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Sruby","541,00","76,00","77,00","192,00","170,00","16,00","10,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Štáblovice","585,00","68,00","79,00","210,00","197,00","14,00","17,00","Moravskoslezský kraj","OPAVA","Opava"
"Stachy","1 222,00","243,00","188,00","377,00","359,00","29,00","26,00","Jihočeský kraj","VIMPERK","Prachatice"
"Stádlec","618,00","96,00","95,00","210,00","182,00","18,00","17,00","Jihočeský kraj","TÁBOR","Tábor"
"Šťáhlavy","2","2","2","2","2","2","2","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Stáj","182,00","27,00","30,00","61,00","57,00","3,00","4,00","Vysočina","JIHLAVA","Jihlava"
"Stálky","153,00","18,00","34,00","54,00","40,00","3,00","4,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Staňkov","3 026,00","449,00","406,00","1 028,00","969,00","82,00","92,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Staňkov","236,00","56,00","33,00","74,00","67,00","4,00","2,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Staňkovice","874,00","91,00","174,00","293,00","286,00","16,00","14,00","Ústecký kraj","ŽATEC","Louny"
"Staňkovice","244,00","50,00","20,00","82,00","72,00","12,00","8,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Staňkovice","30,00","5,00","3,00","11,00","8,00","2,00","1,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Stanovice","495,00","51,00","82,00","182,00","160,00","10,00","10,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Stanovice","77,00","11,00","9,00","29,00","28,00","0,00","0,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Stanoviště","317,00","49,00","49,00","97,00","100,00","12,00","10,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Stará Červená Voda","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Stará Huť","1 158,00","162,00","214,00","363,00","358,00","30,00","31,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Stará Lysá","470,00","71,00","72,00","155,00","150,00","12,00","10,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Stará Paka","2 026,00","319,00","311,00","665,00","619,00","57,00","55,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Stará Říše","674,00","98,00","136,00","213,00","192,00","18,00","17,00","Vysočina","TELČ","Jihlava"
"Stará Ves","532,00","73,00","76,00","180,00","179,00","10,00","14,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Stará Ves","602,00","98,00","111,00","179,00","175,00","17,00","22,00","Olomoucký kraj","PŘEROV","Přerov"
"Stará Ves nad Ondřejnicí","2","2","2","2","2","2","2","Moravskoslezský kraj","OSTRAVA","Frýdek-Místek"
"Stará Voda","117,00","27,00","21,00","35,00","33,00","0,00","1,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Stará Voda","475,00","37,00","100,00","165,00","150,00","12,00","11,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Staré Bříště","48,00","12,00","2,00","18,00","12,00","3,00","1,00","Vysočina","HUMPOLEC","Pelhřimov"
"Staré Buky","375,00","54,00","49,00","129,00","113,00","16,00","14,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Staré Hamry","572,00","86,00","78,00","202,00","169,00","20,00","17,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Staré Heřminovy","228,00","34,00","39,00","63,00","69,00","9,00","14,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Staré Hobzí","562,00","71,00","90,00","194,00","175,00","13,00","19,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Staré Hodějovice","920,00","83,00","154,00","323,00","316,00","25,00","19,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Staré Hradiště","1 219,00","139,00","185,00","405,00","427,00","27,00","36,00","Pardubický kraj","PARDUBICE","Pardubice"
"Staré Hrady","164,00","23,00","28,00","60,00","43,00","5,00","5,00","Královéhradecký kraj","JIČÍN","Jičín"
"Staré Hutě","150,00","25,00","27,00","51,00","38,00","7,00","2,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Staré Jesenčany","232,00","47,00","33,00","78,00","65,00","5,00","4,00","Pardubický kraj","PARDUBICE","Pardubice"
"Staré Křečany","1 244,00","145,00","204,00","438,00","392,00","35,00","30,00","Ústecký kraj","RUMBURK","Děčín"
"Staré Město","2 054,00","228,00","363,00","723,00","642,00","64,00","34,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Staré Město","998,00","99,00","192,00","356,00","300,00","25,00","26,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Staré Město","6 742,00","865,00","956,00","2 296,00","2 265,00","182,00","178,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Staré Město pod Landštejnem","543,00","52,00","87,00","195,00","177,00","13,00","19,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Staré Místo","337,00","29,00","68,00","121,00","106,00","8,00","5,00","Královéhradecký kraj","JIČÍN","Jičín"
"Staré Sedliště","997,00","94,00","174,00","353,00","337,00","17,00","22,00","Plzeňský kraj","TACHOV","Tachov"
"Staré Sedlo","259,00","31,00","41,00","93,00","82,00","8,00","4,00","Plzeňský kraj","TACHOV","Tachov"
"Staré Sedlo","760,00","82,00","115,00","274,00","252,00","13,00","24,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Staré Smrkovice","2","2","2","2","2","2","2","Královéhradecký kraj","JIČÍN","Jičín"
"Staré Těchanovice","138,00","18,00","22,00","45,00","48,00","2,00","3,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Staré Ždánice","614,00","92,00","102,00","207,00","186,00","15,00","12,00","Pardubický kraj","PARDUBICE","Pardubice"
"Stařeč","1 539,00","219,00","267,00","507,00","477,00","31,00","38,00","Vysočina","TŘEBÍČ","Třebíč"
"Stařechovice","535,00","69,00","93,00","173,00","174,00","14,00","12,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Staříč","1 906,00","215,00","299,00","667,00","639,00","43,00","43,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Starkoč","106,00","26,00","12,00","34,00","25,00","5,00","4,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Stárkov","673,00","115,00","89,00","223,00","206,00","21,00","19,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Štarnov","576,00","84,00","86,00","191,00","186,00","14,00","15,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Starosedlský Hrádek","134,00","24,00","24,00","40,00","39,00","5,00","2,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Starovice","761,00","81,00","124,00","267,00","260,00","15,00","14,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Starovičky","736,00","104,00","126,00","242,00","226,00","20,00","18,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Starý Bydžov","390,00","64,00","59,00","139,00","114,00","14,00","0,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Starý Hrozenkov","886,00","120,00","165,00","283,00","273,00","21,00","24,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Starý Jičín","2 405,00","341,00","391,00","803,00","746,00","53,00","71,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Starý Kolín","1 561,00","227,00","250,00","509,00","479,00","50,00","46,00","Středočeský kraj","KOLÍN","Kolín"
"Starý Mateřov","340,00","57,00","52,00","113,00","106,00","7,00","5,00","Pardubický kraj","PARDUBICE","Pardubice"
"Starý Petřín","250,00","33,00","36,00","85,00","86,00","5,00","5,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Starý Plzenec","2","2","2","2","2","2","2","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Starý Poddvorov","932,00","153,00","162,00","286,00","288,00","26,00","17,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Starý Šachov","190,00","18,00","43,00","62,00","57,00","7,00","3,00","Ústecký kraj","DĚČÍN","Děčín"
"Starý Vestec","148,00","22,00","19,00","60,00","43,00","1,00","3,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Stašov","250,00","30,00","45,00","87,00","79,00","6,00","3,00","Pardubický kraj","POLIČKA","Svitavy"
"Stašov","362,00","55,00","58,00","128,00","103,00","8,00","10,00","Středočeský kraj","BEROUN","Beroun"
"Statenice","710,00","109,00","115,00","226,00","232,00","11,00","17,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Stavenice","155,00","27,00","20,00","56,00","44,00","2,00","6,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Stavěšice","368,00","76,00","58,00","116,00","104,00","7,00","7,00","Jihomoravský kraj","KYJOV","Hodonín"
"Stéblová","183,00","20,00","26,00","64,00","62,00","4,00","7,00","Pardubický kraj","PARDUBICE","Pardubice"
