"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet uchazečů o zaměstnání","kraj","orp","okres","Počet dokončených bytů"
"Čichalov","153,00","26,00","31,00","41,00","42,00","8,00","5,00","15,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary",NA
"Číchov","261,00","47,00","33,00","90,00","70,00","10,00","11,00","15,00","Vysočina","TŘEBÍČ","Třebíč","1,00"
"Číčovice","280,00","43,00","33,00","107,00","79,00","11,00","7,00","2,00","Středočeský kraj","ČERNOŠICE","Praha-západ","1,00"
"Cidlina","101,00","20,00","18,00","22,00","26,00","8,00","7,00","5,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA
"Číhalín","183,00","36,00","23,00","61,00","53,00","5,00","5,00","4,00","Vysočina","TŘEBÍČ","Třebíč","1,00"
"Číhaň","196,00","27,00","38,00","60,00","55,00","7,00","9,00","8,00","Plzeňský kraj","KLATOVY","Klatovy",NA
"Číhošť","332,00","61,00","48,00","117,00","87,00","13,00","6,00","12,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod",NA
"Cikháj","113,00","22,00","9,00","41,00","37,00","1,00","3,00","5,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou",NA
"Čikov","203,00","36,00","25,00","58,00","58,00","14,00","12,00","5,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA
"Čilá","22,00","9,00","1,00","6,00","6,00","0,00","0,00","0,00","Plzeňský kraj","ROKYCANY","Rokycany",NA
"Čilec","210,00","44,00","30,00","60,00","58,00","9,00","9,00","9,00","Středočeský kraj","NYMBURK","Nymburk",NA
"Čím","257,00","25,00","35,00","74,00","111,00","10,00","2,00","0,00","Středočeský kraj","DOBŘÍŠ","Příbram","6,00"
"Čimelice","1 011,00","143,00","159,00","327,00","296,00","42,00","44,00","21,00","Jihočeský kraj","PÍSEK","Písek","1,00"
"Číměř","216,00","30,00","32,00","78,00","66,00","4,00","6,00","9,00","Vysočina","TŘEBÍČ","Třebíč","1,00"
"Číměř","702,00","81,00","111,00","262,00","216,00","14,00","18,00","29,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec","1,00"
"Čímice","151,00","43,00","12,00","47,00","39,00","6,00","4,00","7,00","Plzeňský kraj","SUŠICE","Klatovy","1,00"
"Činěves","486,00","83,00","59,00","167,00","149,00","14,00","14,00","15,00","Středočeský kraj","PODĚBRADY","Nymburk",NA
"Církvice","141,00","33,00","16,00","54,00","32,00","4,00","2,00","11,00","Středočeský kraj","KOLÍN","Kolín","1,00"
"Církvice","1 211,00","154,00","216,00","380,00","392,00","42,00","27,00","38,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora","1,00"
"Císařov","295,00","44,00","54,00","97,00","90,00","8,00","2,00","11,00","Olomoucký kraj","PŘEROV","Přerov","2,00"
"Čisovice","835,00","138,00","124,00","266,00","241,00","33,00","33,00","8,00","Středočeský kraj","ČERNOŠICE","Praha-západ","2,00"
"Čistá","906,00","80,00","183,00","304,00","274,00","33,00","32,00","46,00","Pardubický kraj","LITOMYŠL","Svitavy",NA
"Čistá","652,00","84,00","90,00","222,00","218,00","17,00","21,00","5,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav","4,00"
"Čistá","912,00","136,00","133,00","311,00","267,00","38,00","27,00","39,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Čistá u Horek","529,00","97,00","71,00","166,00","164,00","17,00","14,00","15,00","Liberecký kraj","JILEMNICE","Semily",NA
"Čistěves","130,00","13,00","23,00","42,00","43,00","4,00","5,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","1,00"
"Citice","895,00","111,00","150,00","305,00","276,00","29,00","24,00","47,00","Karlovarský kraj","SOKOLOV","Sokolov","1,00"
"Cítoliby","989,00","132,00","166,00","324,00","301,00","31,00","35,00","48,00","Ústecký kraj","LOUNY","Louny","3,00"
"Citonice","547,00","77,00","110,00","174,00","163,00","8,00","15,00","16,00","Jihomoravský kraj","ZNOJMO","Znojmo","2,00"
"Cítov","1 153,00","140,00","217,00","369,00","352,00","33,00","42,00","37,00","Středočeský kraj","MĚLNÍK","Mělník","11,00"
"Citov","519,00","71,00","82,00","180,00","154,00","17,00","15,00","19,00","Olomoucký kraj","PŘEROV","Přerov",NA
"Čižice","482,00","81,00","63,00","141,00","158,00","21,00","18,00","7,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih","5,00"
"Čížkov","620,00","114,00","86,00","198,00","179,00","21,00","22,00","20,00","Plzeňský kraj","NEPOMUK","Plzeň-jih","1,00"
"Čížkov","118,00","19,00","20,00","36,00","30,00","8,00","5,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Čížkovice","1 335,00","156,00","226,00","459,00","419,00","36,00","39,00","66,00","Ústecký kraj","LOVOSICE","Litoměřice","2,00"
"Čížkrajice","254,00","65,00","27,00","74,00","76,00","6,00","6,00","9,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice",NA
"Cizkrajov","554,00","74,00","94,00","176,00","174,00","19,00","17,00","28,00","Jihočeský kraj","DAČICE","Jindřichův Hradec","1,00"
"Čížov","185,00","15,00","23,00","70,00","58,00","8,00","11,00","4,00","Vysočina","JIHLAVA","Jihlava","2,00"
"Čížová","957,00","134,00","150,00","316,00","302,00","26,00","29,00","36,00","Jihočeský kraj","PÍSEK","Písek","6,00"
"Čkyně","1 537,00","246,00","220,00","486,00","510,00","43,00","32,00","24,00","Jihočeský kraj","VIMPERK","Prachatice","2,00"
"Člunek","475,00","54,00","81,00","166,00","144,00","14,00","16,00","2,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec","1,00"
"Čmelíny","109,00","17,00","14,00","43,00","28,00","3,00","4,00","5,00","Plzeňský kraj","NEPOMUK","Plzeň-jih",NA
"Cotkytle","429,00","85,00","86,00","129,00","100,00","17,00","12,00","17,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí",NA
"Crhov","168,00","14,00","26,00","70,00","48,00","4,00","6,00","9,00","Jihomoravský kraj","BOSKOVICE","Blansko",NA
"Ctětín","263,00","61,00","35,00","72,00","67,00","13,00","15,00","9,00","Pardubický kraj","CHRUDIM","Chrudim",NA
"Ctiboř","98,00","16,00","12,00","36,00","27,00","2,00","5,00","3,00","Středočeský kraj","VLAŠIM","Benešov",NA
"Ctiboř","337,00","32,00","55,00","118,00","116,00","8,00","8,00","19,00","Plzeňský kraj","TACHOV","Tachov","1,00"
"Ctidružice","316,00","69,00","35,00","109,00","86,00","11,00","6,00","16,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA
"Ctiměřice","109,00","19,00","20,00","32,00","35,00","2,00","1,00","1,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav","1,00"
"Ctiněves","305,00","43,00","46,00","99,00","92,00","13,00","12,00","7,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice",NA
"Čtveřín","449,00","50,00","55,00","173,00","141,00","9,00","21,00","10,00","Liberecký kraj","TURNOV","Liberec","4,00"
"Čtyřkoly","449,00","68,00","87,00","124,00","146,00","13,00","11,00","7,00","Středočeský kraj","BENEŠOV","Benešov","11,00"
"Čučice","417,00","79,00","66,00","134,00","109,00","17,00","12,00","13,00","Jihomoravský kraj","IVANČICE","Brno-venkov","3,00"
"Cvikov","4 473,00","570,00","693,00","1 518,00","1 378,00","163,00","151,00","178,00","Liberecký kraj","NOVÝ BOR","Česká Lípa","17,00"
"Cvrčovice","640,00","81,00","101,00","223,00","190,00","24,00","21,00","21,00","Středočeský kraj","KLADNO","Kladno","2,00"
"Cvrčovice","2","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov","2"
"Dačice","7 848,00","1 100,00","1 076,00","2 592,00","2 543,00","291,00","246,00","204,00","Jihočeský kraj","DAČICE","Jindřichův Hradec","21,00"
"Dalečín","672,00","102,00","80,00","247,00","198,00","24,00","21,00","32,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou",NA
"Daleké Dušníky","401,00","50,00","62,00","134,00","120,00","17,00","18,00","10,00","Středočeský kraj","DOBŘÍŠ","Příbram",NA
"Dalešice","569,00","84,00","97,00","172,00","184,00","14,00","18,00","26,00","Vysočina","TŘEBÍČ","Třebíč","1,00"
"Dalešice","138,00","18,00","24,00","41,00","44,00","3,00","8,00","1,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou","1,00"
"Dalovice","198,00","26,00","23,00","69,00","65,00","6,00","9,00","4,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav",NA
"Dalovice","1 849,00","238,00","211,00","667,00","611,00","62,00","60,00","72,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary","5,00"
"Dambořice","1 309,00","196,00","239,00","419,00","382,00","45,00","28,00","43,00","Jihomoravský kraj","KYJOV","Hodonín","6,00"
"Damnice","316,00","35,00","40,00","116,00","102,00","15,00","8,00","12,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo",NA
"Damníkov","687,00","70,00","113,00","240,00","228,00","13,00","23,00","11,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí","9,00"
"Daňkovice","139,00","23,00","17,00","49,00","40,00","4,00","6,00","3,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou","7,00"
"Darkovice","1 260,00","183,00","188,00","429,00","405,00","27,00","28,00","47,00","Moravskoslezský kraj","HLUČÍN","Opava","7,00"
"Dašice","2 473,00","267,00","311,00","956,00","819,00","59,00","61,00","38,00","Pardubický kraj","PARDUBICE","Pardubice","8,00"
"Daskabát","588,00","125,00","79,00","163,00","183,00","24,00","14,00","5,00","Olomoucký kraj","OLOMOUC","Olomouc","2,00"
"Dasnice","361,00","35,00","69,00","134,00","105,00","13,00","5,00","31,00","Karlovarský kraj","SOKOLOV","Sokolov",NA
"Dasný","298,00","25,00","60,00","95,00","110,00","4,00","4,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice","1,00"
"Davle","1 323,00","191,00","170,00","434,00","429,00","44,00","55,00","16,00","Středočeský kraj","ČERNOŠICE","Praha-západ","5,00"
"Deblín","967,00","130,00","149,00","324,00","293,00","32,00","39,00","28,00","Jihomoravský kraj","TIŠNOV","Brno-venkov","1,00"
"Děčany","369,00","60,00","50,00","128,00","108,00","10,00","13,00","27,00","Ústecký kraj","LOVOSICE","Litoměřice",NA
"Děčín","52 509,00","7 292,00","7 842,00","17 010,00","16 505,00","2 015,00","1 845,00","2 993,00","Ústecký kraj","DĚČÍN","Děčín","40,00"
"Dědice","130,00","24,00","18,00","44,00","41,00","2,00","1,00","5,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA
"Dědová","160,00","19,00","28,00","57,00","39,00","7,00","10,00","8,00","Pardubický kraj","HLINSKO","Chrudim",NA
"Dehtáře","101,00","21,00","14,00","38,00","26,00","1,00","1,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Děhylov","664,00","98,00","83,00","224,00","204,00","29,00","26,00","20,00","Moravskoslezský kraj","HLUČÍN","Opava","1,00"
"Děkanovice","55,00","15,00","4,00","23,00","10,00","1,00","2,00","1,00","Středočeský kraj","VLAŠIM","Benešov",NA
"Děkov","206,00","24,00","35,00","73,00","55,00","12,00","7,00","14,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Děpoltovice","312,00","45,00","45,00","104,00","97,00","11,00","10,00","13,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary","2,00"
"Dešenice","669,00","102,00","94,00","221,00","204,00","26,00","22,00","24,00","Plzeňský kraj","KLATOVY","Klatovy","3,00"
"Dešná","177,00","22,00","30,00","65,00","50,00","5,00","5,00","2,00","Zlínský kraj","VIZOVICE","Zlín",NA
"Desná","3 450,00","469,00","477,00","1 166,00","1 134,00","117,00","87,00","143,00","Liberecký kraj","TANVALD","Jablonec n.Nisou","1,00"
"Desná","320,00","51,00","46,00","101,00","103,00","11,00","8,00","13,00","Pardubický kraj","LITOMYŠL","Svitavy",NA
"Dešov","424,00","82,00","71,00","137,00","118,00","10,00","6,00","27,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA
"Deštná","705,00","91,00","117,00","223,00","225,00","25,00","24,00","21,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec","4,00"
"Deštná","224,00","29,00","32,00","75,00","72,00","8,00","8,00","11,00","Jihomoravský kraj","BOSKOVICE","Blansko",NA
"Deštné v Orlických horách","597,00","81,00","77,00","200,00","188,00","26,00","25,00","16,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou","3,00"
"Deštnice","183,00","21,00","25,00","60,00","60,00","8,00","9,00","11,00","Ústecký kraj","ŽATEC","Louny",NA
"Dětenice","686,00","86,00","98,00","238,00","225,00","27,00","12,00","17,00","Královéhradecký kraj","JIČÍN","Jičín","2,00"
"Dětkovice","490,00","84,00","67,00","144,00","150,00","24,00","21,00","13,00","Olomoucký kraj","PROSTĚJOV","Prostějov","2,00"
"Dětkovice","251,00","47,00","35,00","73,00","78,00","8,00","10,00","8,00","Jihomoravský kraj","VYŠKOV","Vyškov",NA
"Dětmarovice","3 907,00","578,00","470,00","1 339,00","1 308,00","107,00","105,00","199,00","Moravskoslezský kraj","KARVINÁ","Karviná","7,00"
"Dětřichov","315,00","30,00","62,00","106,00","101,00","10,00","6,00","34,00","Pardubický kraj","SVITAVY","Svitavy",NA
"Dětřichov","667,00","62,00","112,00","228,00","224,00","17,00","24,00","44,00","Liberecký kraj","FRÝDLANT","Liberec",NA
"Dětřichov nad Bystřicí","480,00","65,00","78,00","159,00","145,00","17,00","16,00","49,00","Moravskoslezský kraj","BRUNTÁL","Bruntál",NA
"Dětřichov u Moravské Třebové","211,00","33,00","25,00","70,00","70,00","6,00","7,00","11,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy",NA
"Dílce","42,00","5,00","5,00","13,00","14,00","3,00","2,00","1,00","Královéhradecký kraj","JIČÍN","Jičín",NA
"Díly","372,00","65,00","37,00","125,00","129,00","6,00","10,00","5,00","Plzeňský kraj","DOMAŽLICE","Domažlice","1,00"
"Dírná","446,00","95,00","70,00","131,00","117,00","18,00","15,00","18,00","Jihočeský kraj","SOBĚSLAV","Tábor",NA
"Diváky","494,00","65,00","89,00","160,00","156,00","11,00","13,00","16,00","Jihomoravský kraj","HUSTOPEČE","Břeclav",NA
"Dívčí Hrad","266,00","37,00","49,00","92,00","76,00","6,00","6,00","17,00","Moravskoslezský kraj","KRNOV","Bruntál",NA
"Dívčí Kopy","62,00","9,00","6,00","27,00","17,00","1,00","2,00","0,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec","1,00"
"Dívčice","596,00","92,00","102,00","191,00","177,00","18,00","16,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice",NA
"Divec","180,00","18,00","44,00","62,00","50,00","4,00","2,00","4,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","3,00"
"Divišov","1 458,00","212,00","222,00","467,00","445,00","60,00","52,00","22,00","Středočeský kraj","BENEŠOV","Benešov","13,00"
"Dlažkovice","116,00","28,00","8,00","43,00","33,00","4,00","0,00","7,00","Ústecký kraj","LOVOSICE","Litoměřice","8,00"
"Dlažov","423,00","59,00","69,00","130,00","134,00","15,00","16,00","24,00","Plzeňský kraj","KLATOVY","Klatovy",NA
"Dlouhá Brtnice","385,00","47,00","65,00","126,00","124,00","12,00","11,00","5,00","Vysočina","JIHLAVA","Jihlava",NA
"Dlouhá Lhota","315,00","43,00","45,00","114,00","97,00","7,00","9,00","9,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Dlouhá Lhota","424,00","39,00","49,00","177,00","142,00","9,00","8,00","6,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav","3,00"
"Dlouhá Lhota","111,00","21,00","10,00","39,00","38,00","1,00","2,00","4,00","Jihomoravský kraj","BLANSKO","Blansko",NA
"Dlouhá Loučka","551,00","57,00","96,00","205,00","166,00","16,00","11,00","37,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy",NA
"Dlouhá Loučka","1 858,00","249,00","273,00","611,00","598,00","57,00","70,00","101,00","Olomoucký kraj","UNIČOV","Olomouc","5,00"
"Dlouhá Stráň","73,00","12,00","6,00","25,00","25,00","4,00","1,00","7,00","Moravskoslezský kraj","BRUNTÁL","Bruntál","2,00"
"Dlouhá Třebová","1 215,00","130,00","182,00","438,00","402,00","35,00","28,00","35,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí","2,00"
"Dlouhá Ves","844,00","125,00","122,00","300,00","238,00","26,00","33,00","46,00","Plzeňský kraj","SUŠICE","Klatovy","3,00"
"Dlouhá Ves","374,00","53,00","66,00","121,00","114,00","11,00","9,00","6,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod","3,00"
"Dlouhé","281,00","33,00","54,00","90,00","86,00","9,00","9,00","12,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou",NA
"Dlouhomilov","476,00","93,00","56,00","144,00","154,00","12,00","17,00","24,00","Olomoucký kraj","ŠUMPERK","Šumperk",NA
"Dlouhoňovice","771,00","72,00","114,00","271,00","282,00","18,00","14,00","16,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí","5,00"
"Dlouhopolsko","226,00","55,00","23,00","77,00","54,00","10,00","7,00","6,00","Středočeský kraj","PODĚBRADY","Nymburk","1,00"
"Dlouhý Most","748,00","79,00","128,00","236,00","249,00","24,00","32,00","18,00","Liberecký kraj","LIBEREC","Liberec","7,00"
"Dlouhý Újezd","353,00","28,00","66,00","133,00","108,00","10,00","8,00","15,00","Plzeňský kraj","TACHOV","Tachov","4,00"
"Dnešice","856,00","118,00","117,00","294,00","278,00","24,00","25,00","13,00","Plzeňský kraj","STOD","Plzeň-jih","3,00"
"Dobelice","273,00","37,00","35,00","95,00","83,00","12,00","11,00","15,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo",NA
"Dobev","711,00","99,00","95,00","259,00","229,00","21,00","8,00","22,00","Jihočeský kraj","PÍSEK","Písek","4,00"
"Dobkovice","684,00","61,00","111,00","254,00","207,00","23,00","28,00","41,00","Ústecký kraj","DĚČÍN","Děčín",NA
"Dobrá","3 007,00","440,00","440,00","971,00","935,00","112,00","109,00","94,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek","7,00"
"Dobrá Voda","2","2","2","2","2","2","2","2","Plzeňský kraj","KLATOVY","Klatovy","2"
"Dobrá Voda","197,00","25,00","22,00","73,00","61,00","6,00","10,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Dobrá Voda u Českých Budějovic","2 369,00","476,00","297,00","718,00","701,00","98,00","79,00","36,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice","4,00"
"Dobrá Voda u Hořic","574,00","78,00","98,00","178,00","189,00","16,00","15,00","21,00","Královéhradecký kraj","HOŘICE","Jičín","2,00"
"Dobrá Voda u Pacova","90,00","13,00","12,00","26,00","29,00","4,00","6,00","1,00","Vysočina","PACOV","Pelhřimov",NA
"Dobřany","6 000,00","698,00","971,00","2 002,00","1 966,00","184,00","179,00","115,00","Plzeňský kraj","STOD","Plzeň-jih","48,00"
"Dobřany","132,00","20,00","26,00","42,00","40,00","2,00","2,00","0,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou","1,00"
"Dobratice","1 070,00","153,00","166,00","342,00","340,00","41,00","28,00","36,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek","5,00"
"Dobrčice","203,00","33,00","28,00","71,00","58,00","7,00","6,00","9,00","Olomoucký kraj","PŘEROV","Přerov","2,00"
"Dobré","829,00","122,00","142,00","269,00","245,00","27,00","24,00","14,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou",NA
"Dobré Pole","394,00","36,00","57,00","142,00","138,00","12,00","9,00","25,00","Jihomoravský kraj","MIKULOV","Břeclav",NA
"Dobřejovice","757,00","69,00","121,00","281,00","238,00","29,00","19,00","1,00","Středočeský kraj","ŘÍČANY","Praha-východ","8,00"
"Dobřeň","170,00","31,00","30,00","53,00","42,00","6,00","8,00","4,00","Středočeský kraj","MĚLNÍK","Mělník","1,00"
"Dobřenice","601,00","102,00","77,00","192,00","190,00","23,00","17,00","10,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA
"Dobříč","391,00","81,00","48,00","122,00","113,00","13,00","14,00","6,00","Plzeňský kraj","KRALOVICE","Plzeň-sever","2,00"
"Dobříč","285,00","34,00","47,00","93,00","85,00","11,00","15,00","1,00","Středočeský kraj","ČERNOŠICE","Praha-západ","8,00"
"Dobřichov","717,00","102,00","92,00","219,00","259,00","21,00","24,00","25,00","Středočeský kraj","KOLÍN","Kolín",NA
"Dobřichovice","3 144,00","409,00","555,00","969,00","1 005,00","116,00","90,00","24,00","Středočeský kraj","ČERNOŠICE","Praha-západ","27,00"
"Dobříkov","459,00","71,00","85,00","141,00","135,00","16,00","11,00","10,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí","2,00"
