"obce","Běžné výdaje","Celková plocha území obce","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet lůžek v ubytovacích zařízeních","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnik. subjektů - Administrativní a podpůrné činnosti","Počet podnik. subjektů - Činn.domác. jako zaměstnavatelů,činn.dom.produk.výr.a služ","Počet podnik. subjektů - Činnosti exteritoriálních organizací a orgánů","Počet podnik. subjektů - Činnosti v oblasti nemovitostí","Počet podnik. subjektů - Doprava a skladování","Počet podnik. subjektů - Informační a komunikační činnosti","Počet podnik. subjektů - Kulturní, zábavní a rekreační činnosti","Počet podnik. subjektů - Nezařazeno","Počet podnik. subjektů - Nezjištěno","Počet podnik. subjektů - Ostatní činnosti","Počet podnik. subjektů - Peněžnictví a pojišťovnictví","Počet podnik. subjektů - Profesní, vědecké a technické činnosti","Počet podnik. subjektů - Stavebnictví","Počet podnik. subjektů - Těžba a dobývání","Počet podnik. subjektů - Ubytování, stravování a pohostinství","Počet podnik. subjektů - Velkoobchod a maloobchod; opravy a údržba motorových vozid","Počet podnik. subjektů - Veřejná správa a obrana; povinné sociální zabezpečení","Počet podnik. subjektů - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného","Počet podnik. subjektů - Vzdělávání","Počet podnik. subjektů - Zásobování vodou; činnosti související s odp. vodami, odpa","Počet podnik. subjektů - Zdravotní a sociální péče","Počet podnik. subjektů - Zemědělství, lesnictví, rybářství","Počet podnik. subjektů - Zpracovatelský průmysl","Počet podnik. subjektů bez zaměstnanců","Počet podnik. subjektů s 1-9 zaměstnanci","Počet podnik. subjektů s 10 - 19 zaměstnanci","Počet podnik. subjektů s 100 - 249 zaměstnanci","Počet podnik. subjektů s 1000 - 2499 zaměstnanci","Počet podnik. subjektů s 20 - 49 zaměstnanci","Počet podnik. subjektů s 250 - 499 zaměstnanci","Počet podnik. subjektů s 2500 a více  zaměstnanci","Počet podnik. subjektů s 50 - 99 zaměstnanci","Počet podnik. subjektů s 500 - 999 zaměstnanci","Počet podnikatelských subjektů celkem","Počet pokojů v ubytovacích zařízeních","Počet ubytovacích zařízení","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Výměra chmelnic","Výměra lesní půdy","Výměra orné půdy","Výměra ostatních ploch","Výměra ovocných sadů","Výměra trvalých travních porostů","Výměra vinic","Výměra vodních ploch","Výměra zahrad","Výměra zastavěných ploch","Výměra zemědělské půdy","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres"
"Nové Sedlice","3 220,60","158,32","4 793,31","31,79","0,40","849,84","130,95","112,79","2,00",NA,"498,00","81,00","71,00","149,00","162,00","19,00","16,00","2,00","0,00","0,00","1,00","3,00","0,00","3,00","5,00","59,00","8,00","6,00","15,00","8,00","0,00","5,00","29,00","2,00","2,00","0,00","0,00","0,00","2,00","15,00","39,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","106,00",NA,NA,"16,00","144,58","5 069,24","6,00","998,80","4 924,66","4 070,44","0,00","5,90","90,55","11,68","0,00","26,97","0,00","1,50","15,96","5,76","133,48","6,00","4,00","4,00","Moravskoslezský kraj","OPAVA","Opava"
"Nové Sedlo","11 736,08","2 204,83","8 019,94","653,04","1 856,36","2 106,85","1 692,58","2 251,39","0,00",NA,"533,00","88,00","99,00","132,00","171,00","20,00","23,00","0,00","0,00","0,00","1,00","5,00","1,00","3,00","4,00","55,00","9,00","5,00","2,00","14,00","0,00","4,00","13,00","1,00","2,00","5,00","0,00","0,00","9,00","8,00","26,00","4,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","86,00",NA,NA,"34,00","2 904,43","14 473,32","26,00","630,39","11 568,88","13 842,93","176,00","79,00","1 500,40","177,41","10,56","175,00","0,00","50,72","10,81","24,94","1 872,76","37,00","7,00","9,00","Ústecký kraj","ŽATEC","Louny"
"Nové Sedlo","45 973,74","1 697,77","38 206,73","6 939,82","3 401,04","20 695,95","10 492,34","3 580,60","7,00",NA,"2 576,00","396,00","424,00","739,00","849,00","92,00","76,00","10,00","0,00","0,00","24,00","15,00","2,00","11,00","15,00","287,00","42,00","16,00","20,00","61,00","0,00","19,00","96,00","2,00","4,00","7,00","2,00","3,00","15,00","62,00","99,00","32,00","3,00","0,00","0,00","4,00","0,00","0,00","1,00","0,00","426,00",NA,"1,00","243,00","10 520,42","62 620,52","114,00","-4 049,17","52 100,10","66 669,69","0,00","361,69","164,05","1 004,81","0,07","76,43","0,00","33,41","29,43","27,88","269,98","107,00","32,00","36,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Nové Strašecí","72 747,53","1 331,91","80 607,66","11 179,41","911,86","15 614,37","8 001,16","13 561,65","22,00",NA,"5 456,00","955,00","887,00","1 609,00","1 645,00","194,00","166,00","27,00","0,00","0,00","56,00","36,00","21,00","34,00","43,00","661,00","117,00","30,00","130,00","119,00","4,00","56,00","313,00","4,00","12,00","18,00","4,00","24,00","47,00","137,00","461,00","86,00","12,00","2,00","0,00","6,00","0,00","0,00","4,00","0,00","1 232,00",NA,"1,00","122,00","24 741,06","114 261,74","176,00","25 899,84","89 520,69","88 361,90","0,00","57,89","777,56","270,44","32,25","37,78","0,00","26,12","79,13","50,74","926,72","116,00","52,00","76,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nové Syrovice","10 781,15","2 166,28","11 869,55","110,00","11,40","4 434,86","415,98","1 645,59","1,00",NA,"953,00","188,00","131,00","263,00","304,00","24,00","43,00","0,00","0,00","0,00","2,00","2,00","1,00","3,00","4,00","108,00","11,00","6,00","8,00","43,00","0,00","4,00","27,00","4,00","3,00","1,00","0,00","3,00","25,00","29,00","53,00","9,00","4,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","176,00",NA,"1,00","64,00","1 755,59","14 052,53","27,00","-1 163,48","12 296,93","15 216,01","0,00","813,53","1 075,38","85,29","5,55","104,56","0,00","20,85","39,44","21,67","1 224,93","24,00","14,00","8,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Nové Veselí","16 015,87","953,11","18 156,83","400,00","0,00","6 025,72","6 144,31","817,37","10,00",NA,"1 333,00","249,00","221,00","375,00","407,00","40,00","41,00","4,00","0,00","0,00","3,00","6,00","3,00","4,00","12,00","136,00","25,00","13,00","24,00","39,00","0,00","12,00","65,00","3,00","5,00","2,00","0,00","2,00","27,00","56,00","125,00","36,00","4,00","1,00","0,00","1,00","0,00","0,00","2,00","0,00","305,00",NA,"1,00","28,00","1 217,37","25 518,51","32,00","3 476,92","24 301,14","22 041,59","0,00","121,91","519,55","74,19","0,00","92,03","0,00","104,20","20,40","20,82","631,98","17,00","8,00","19,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Noviny pod Ralskem","5 666,40","1 016,83","5 474,21","1 369,85","91,28","3 073,12","1 654,27","799,05","1,00",NA,"296,00","50,00","49,00","81,00","89,00","17,00","10,00","0,00","0,00","0,00","0,00","2,00","0,00","1,00","1,00","32,00","4,00","3,00","4,00","9,00","0,00","5,00","7,00","1,00","0,00","1,00","0,00","0,00","5,00","7,00","11,00","5,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00","0,00","50,00",NA,NA,"5,00","2 168,90","9 388,65","7,00","649,13","7 219,75","8 739,52","0,00","420,30","270,42","187,93","0,00","96,69","0,00","20,15","7,47","13,88","374,58","1,00","3,00","1,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Novosedlice","25 858,27","143,42","23 745,84","1 766,70","28,60","5 596,25","7 398,39","1 549,29","1,00",NA,"2 156,00","371,00","313,00","622,00","704,00","71,00","75,00","9,00","0,00","0,00","16,00","19,00","3,00","9,00","23,00","280,00","36,00","18,00","43,00","95,00","0,00","35,00","123,00","1,00","2,00","9,00","1,00","3,00","5,00","45,00","163,00","42,00","5,00","0,00","0,00","4,00","0,00","0,00","1,00","0,00","495,00",NA,"1,00","114,00","3 315,99","34 488,82","114,00","3 034,30","31 172,83","31 454,52","0,00","0,78","15,43","75,02","0,00","10,68","0,00","2,62","19,81","19,07","45,93","103,00","23,00","26,00","Ústecký kraj","TEPLICE","Teplice"
"Novosedly","13 456,78","1 673,59","16 028,39","694,63","3 037,29","9 370,78","2 352,12","831,38","5,00",NA,"1 174,00","198,00","198,00","326,00","358,00","56,00","38,00","1,00","0,00","0,00","7,00","4,00","4,00","3,00","13,00","134,00","16,00","7,00","7,00","43,00","0,00","12,00","37,00","2,00","0,00","2,00","1,00","1,00","39,00","32,00","76,00","14,00","6,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","231,00",NA,"2,00","40,00","1 526,01","22 943,81","25,00","116,25","21 417,80","22 827,55","0,00","153,68","871,53","158,04","1,82","6,02","414,06","22,63","11,18","34,63","1 304,62","16,00","10,00","18,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Novosedly","3 012,45","843,45","4 492,46","0,00","0,00","4 383,77","873,40","350,46","1,00",NA,"355,00","62,00","50,00","116,00","107,00","6,00","14,00","0,00","0,00","0,00","1,00","0,00","1,00","0,00","5,00","38,00","5,00","2,00","6,00","8,00","0,00","3,00","9,00","2,00","2,00","1,00","0,00","0,00","7,00","7,00","17,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","59,00",NA,NA,"18,00","350,46","5 716,32","3,00","-1 679,90","5 365,86","7 396,22","0,00","165,18","489,20","41,69","0,32","117,76","0,00","6,27","10,87","12,16","618,15","8,00","5,00","6,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Novosedly nad Nežárkou","10 673,42","4 472,37","10 060,02","598,47","3,50","553,81","1 501,54","760,31","1,00","79,00","664,00","129,00","103,00","188,00","200,00","24,00","20,00","0,00","0,00","0,00","3,00","3,00","0,00","5,00","3,00","99,00","14,00","7,00","15,00","25,00","0,00","24,00","26,00","3,00","1,00","1,00","1,00","0,00","39,00","16,00","74,00","11,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","186,00","24,00","4,00","17,00","1 358,78","12 923,84","30,00","1 696,61","11 565,06","11 227,23","0,00","2 784,36","843,03","134,68","0,00","434,74","0,00","216,94","32,54","26,08","1 310,31","21,00","4,00","6,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Nový Bor","157 104,63","1 944,17","150 602,93","6 226,32","6 489,46","36 829,73","9 101,96","27 467,57","14,00","258,00","11 826,00","2 585,00","1 719,00","3 303,00","3 362,00","487,00","370,00","56,00","0,00","0,00","111,00","53,00","52,00","62,00","99,00","2 002,00","230,00","114,00","314,00","389,00","1,00","151,00","624,00","4,00","13,00","67,00","8,00","43,00","68,00","716,00","944,00","195,00","14,00","2,00","0,00","12,00","0,00","0,00","6,00","0,00","3 175,00","116,00","7,00","421,00","33 693,89","199 888,24","316,00","5 953,88","166 194,35","193 934,36","0,00","554,72","380,34","310,74","0,32","418,09","0,00","48,25","146,70","85,01","945,45","334,00","115,00","115,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Nový Bydžov","121 993,07","3 527,15","104 737,25","405,88","3 741,85","29 861,52","34 081,24","24 131,84","19,00",NA,"7 043,00","1 408,00","1 007,00","2 022,00","2 126,00","252,00","228,00","17,00","0,00","0,00","41,00","28,00","17,00","31,00","71,00","961,00","217,00","76,00","119,00","330,00","1,00","105,00","370,00","4,00","33,00","27,00","14,00","24,00","50,00","256,00","688,00","148,00","13,00","2,00","0,00","13,00","1,00","0,00","5,00","0,00","1 831,00",NA,"3,00","288,00","24 537,72","167 098,05","168,00","15 243,47","142 560,33","151 854,59","0,00","370,96","2 145,71","314,94","15,23","383,16","0,00","77,98","94,02","125,16","2 638,12","193,00","75,00","67,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Nový Dům","823,48","629,39","2 175,70","0,00","0,00","0,00","188,42","53,97","0,00",NA,"159,00","31,00","29,00","46,00","44,00","4,00","5,00","0,00","0,00","0,00","0,00","2,00","1,00","0,00","1,00","19,00","2,00","0,00","1,00","9,00","0,00","6,00","4,00","2,00","0,00","0,00","0,00","0,00","9,00","1,00","16,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00",NA,NA,"4,00","53,97","2 418,08","2,00","1 594,60","2 364,11","823,48","0,00","93,94","465,59","30,02","0,33","18,81","0,00","6,37","4,76","9,58","489,49","9,00","2,00","4,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nový Dvůr","825,09","247,25","1 035,26","0,00","0,00","120,55","41,44","154,72","0,00",NA,"74,00","17,00","10,00","17,00","25,00","3,00","2,00","0,00","0,00","0,00","1,00","3,00","0,00","2,00","0,00","11,00","3,00","0,00","0,00","2,00","0,00","1,00","4,00","2,00","0,00","0,00","0,00","0,00","0,00","2,00","7,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,00",NA,NA,"2,00","154,72","1 231,42","1,00","285,79","1 076,70","945,64","0,00","2,81","226,09","7,39","1,04","1,08","0,00","2,92","2,37","3,55","230,58","3,00","0,00","1,00","Středočeský kraj","NYMBURK","Nymburk"
"Nový Hrádek","9 447,34","1 140,19","11 176,19","673,03","2 729,00","2 467,70","1 698,29","1 097,19","0,00","301,00","833,00","132,00","163,00","248,00","242,00","23,00","25,00","5,00","0,00","0,00","1,00","2,00","5,00","1,00","2,00","82,00","18,00","6,00","16,00","21,00","0,00","7,00","26,00","2,00","2,00","3,00","0,00","2,00","11,00","34,00","65,00","11,00","2,00","1,00","0,00","1,00","0,00","0,00","2,00","0,00","164,00","86,00","3,00","5,00","1 770,22","17 373,69","15,00","5 458,65","15 603,47","11 915,04","0,00","590,52","130,90","63,98","3,86","304,40","0,00","8,03","20,39","18,12","459,54","12,00","3,00","11,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Nový Hrozenkov","25 444,98","4 343,08","32 348,34","12 484,95","5,02","21 571,69","4 385,65","2 852,58","3,00","505,00","2 647,00","482,00","387,00","732,00","880,00","82,00","84,00","3,00","0,00","0,00","11,00","17,00","3,00","11,00","17,00","291,00","38,00","20,00","20,00","92,00","0,00","22,00","82,00","2,00","3,00","4,00","1,00","4,00","126,00","110,00","246,00","41,00","3,00","0,00","0,00","3,00","1,00","0,00","1,00","0,00","586,00","145,00","6,00","125,00","15 337,53","52 076,53","41,00","5 059,87","36 739,00","47 016,66","0,00","2 827,23","188,26","294,21","2,99","928,34","0,00","26,84","39,49","35,72","1 159,08","58,00","29,00","32,00","Zlínský kraj","VSETÍN","Vsetín"
"Nový Jáchymov","7 986,60","496,98","7 218,63","4 000,00","236,50","716,72","1 108,56","1 026,11","2,00",NA,"653,00","127,00","107,00","191,00","190,00","15,00","23,00","8,00","0,00","0,00","3,00","10,00","4,00","3,00","3,00","87,00","21,00","3,00","23,00","22,00","0,00","4,00","34,00","2,00","0,00","1,00","0,00","0,00","6,00","16,00","67,00","7,00","1,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","163,00",NA,"1,00","20,00","5 026,11","13 589,79","12,00","4 886,47","8 563,69","8 703,32","0,00","367,97","19,04","28,00","0,85","48,63","0,00","7,73","16,70","8,06","85,22","15,00","6,00","8,00","Středočeský kraj","BEROUN","Beroun"
"Nový Jičín","414 382,54","3 652,14","330 399,87","28 274,74","5 560,52","103 662,10","122 606,59","47 898,23","7,00","317,00","23 550,00","4 449,00","3 689,00","6 913,00","6 852,00","886,00","761,00","85,00","0,00","0,00","385,00","120,00","59,00","152,00","311,00","3 149,00","470,00","284,00","634,00","484,00","0,00","293,00","962,00","7,00","28,00","122,00","17,00","122,00","170,00","496,00","1 507,00","426,00","53,00","5,00","2,00","36,00","4,00","0,00","18,00","1,00","5 201,00","125,00","9,00","753,00","76 172,97","534 739,93","499,00","16 695,30","458 566,97","518 044,63","0,00","785,41","1 262,44","507,78","2,75","712,90","0,00","38,26","199,82","142,77","2 177,92","533,00","244,00","257,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Nový Jimramov","1 309,39","425,36","955,84","0,00","4,70","1,00","76,31","176,35","0,00",NA,"64,00","11,00","12,00","22,00","18,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00","1,00","1,00","0,00","5,00","0,00","0,00","1,00","2,00","0,00","0,00","0,00","0,00","6,00","2,00","7,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00",NA,NA,"6,00","176,35","1 213,20","2,00","-97,18","1 036,85","1 310,39","0,00","239,56","16,84","20,78","0,00","136,77","0,00","4,33","4,10","2,98","157,71","0,00","1,00","3,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Nový Knín","26 698,34","2 962,17","26 607,98","16 621,70","718,16","24 789,75","6 033,94","2 422,11","5,00",NA,"2 009,00","386,00","291,00","592,00","603,00","81,00","56,00","6,00","0,00","0,00","13,00","24,00","14,00","11,00","19,00","292,00","45,00","14,00","47,00","86,00","0,00","36,00","118,00","4,00","1,00","4,00","5,00","5,00","28,00","69,00","216,00","34,00","1,00","1,00","0,00","3,00","0,00","0,00","2,00","0,00","549,00",NA,NA,"91,00","19 043,80","52 403,88","76,00","915,79","33 360,08","51 488,09","0,00","1 378,70","892,94","162,44","19,98","398,35","0,00","27,37","51,04","31,35","1 362,31","50,00","22,00","19,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nový Kostel","11 442,96","4 367,85","8 636,80","0,00","189,80","217,20","1 222,50","1 253,38","2,00",NA,"489,00","93,00","76,00","132,00","158,00","18,00","12,00","2,00","0,00","0,00","0,00","4,00","0,00","6,00","2,00","60,00","4,00","7,00","2,00","16,00","0,00","6,00","12,00","1,00","0,00","2,00","0,00","1,00","27,00","10,00","28,00","11,00","2,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","102,00",NA,"1,00","13,00","1 253,38","11 302,49","35,00","-357,67","10 049,10","11 660,15","0,00","1 265,01","1 669,63","220,38","0,69","1 098,88","0,00","74,75","17,64","20,87","2 786,84","33,00","6,00","5,00","Karlovarský kraj","CHEB","Cheb"
"Nový Kramolín","3 434,24","919,37","3 043,57","304,00","174,09","453,19","654,24","721,59","1,00",NA,"212,00","30,00","30,00","59,00","72,00","9,00","12,00","1,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","29,00","1,00","1,00","1,00","7,00","0,00","4,00","7,00","2,00","3,00","1,00","0,00","0,00","0,00","10,00","9,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","42,00",NA,NA,"10,00","1 025,59","4 897,49","8,00","1 010,07","3 871,90","3 887,42","0,00","286,19","282,08","39,83","0,00","297,94","0,00","4,02","4,62","4,70","584,63","4,00","4,00","3,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Nový Malín","26 852,50","2 732,63","44 127,80","4 492,00","1 559,44","26 664,13","2 582,34","2 286,10","8,00",NA,"3 474,00","425,00","692,00","1 020,00","1 140,00","108,00","89,00","7,00","0,00","0,00","11,00","25,00","12,00","14,00","21,00","367,00","58,00","31,00","78,00","103,00","0,00","31,00","155,00","2,00","11,00","7,00","3,00","14,00","74,00","76,00","298,00","61,00","5,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","733,00",NA,"1,00","114,00","6 778,10","55 047,68","121,00","1 531,05","48 269,58","53 516,63","0,00","975,82","947,35","219,62","0,00","452,89","0,00","21,90","76,72","38,34","1 476,95","93,00","29,00","39,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Nový Oldřichov","7 228,55","377,20","8 455,67","208,69","15,00","184,26","365,09","1 288,89","0,00",NA,"793,00","127,00","135,00","223,00","259,00","27,00","22,00","1,00","0,00","0,00","6,00","8,00","1,00","7,00","4,00","121,00","7,00","10,00","10,00","28,00","0,00","9,00","35,00","2,00","1,00","4,00","1,00","0,00","18,00","36,00","59,00","6,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","188,00",NA,NA,"19,00","1 497,57","10 333,33","27,00","2 920,52","8 835,76","7 412,81","0,00","89,42","15,67","48,61","0,00","171,15","0,00","1,28","39,45","11,63","226,26","33,00","5,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Nový Ples","2 011,63","712,28","3 799,36","234,42","0,00","562,13","641,53","216,48","0,00",NA,"350,00","74,00","51,00","102,00","111,00","6,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","26,00","1,00","3,00","7,00","8,00","0,00","5,00","8,00","2,00","0,00","1,00","0,00","0,00","4,00","10,00","22,00","2,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","51,00",NA,NA,"10,00","450,91","4 891,80","12,00","2 318,04","4 440,90","2 573,76","0,00","384,62","195,59","66,50","0,00","38,55","0,00","4,53","12,67","9,82","246,81","3,00","7,00","4,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Nový Poddvorov","2 559,29","296,56","2 738,82","0,00","0,00","120,88","1 884,97","79,00","1,00",NA,"207,00","39,00","28,00","56,00","70,00","6,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","18,00","5,00","2,00","0,00","8,00","0,00","7,00","6,00","1,00","3,00","0,00","0,00","0,00","6,00","7,00","24,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,00",NA,NA,"8,00","79,00","4 702,79","12,00","2 022,62","4 623,79","2 680,17","0,00","0,00","249,39","10,00","14,88","1,37","7,43","1,56","5,88","6,04","278,95","8,00","1,00","2,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Nový Přerov","3 378,19","614,48","3 956,83","0,00","358,69","964,35","524,59","776,83","2,00",NA,"321,00","48,00","51,00","97,00","104,00","10,00","11,00","1,00","0,00","0,00","1,00","2,00","0,00","0,00","1,00","40,00","6,00","1,00","3,00","22,00","0,00","5,00","9,00","2,00","0,00","0,00","0,00","0,00","13,00","7,00","27,00","5,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","73,00",NA,"1,00","18,00","776,83","5 616,93","11,00","1 274,40","4 840,11","4 342,53","0,00","45,69","351,45","51,37","0,00","4,76","123,10","17,44","10,15","10,51","489,47","6,00","8,00","3,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Nový Rychnov","10 418,55","3 100,17","15 373,79","0,00","12,48","683,33","5 742,88","531,52","3,00",NA,"1 020,00","189,00","155,00","287,00","324,00","27,00","38,00","3,00","0,00","0,00","8,00","9,00","0,00","6,00","9,00","157,00","30,00","9,00","22,00","27,00","0,00","17,00","45,00","5,00","4,00","4,00","1,00","3,00","31,00","40,00","104,00","10,00","1,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","273,00",NA,"2,00","24,00","531,52","21 660,68","29,00","10 558,80","21 129,15","11 101,88","0,00","1 322,76","1 048,25","169,22","0,00","477,45","0,00","30,82","27,40","24,27","1 553,10","25,00","7,00","8,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Nový Šaldorf-Sedlešovice","11 069,30","845,21","16 519,16","468,77","104,55","7 478,60","1 322,09","1 042,89","8,00","137,00","1 526,00","194,00","301,00","474,00","476,00","41,00","40,00","2,00","0,00","0,00","7,00","10,00","1,00","4,00","11,00","171,00","34,00","12,00","38,00","46,00","0,00","33,00","86,00","2,00","10,00","5,00","1,00","3,00","31,00","37,00","154,00","39,00","6,00","0,00","0,00","2,00","0,00","0,00","1,00","0,00","373,00","59,00","6,00","70,00","1 511,66","19 457,46","76,00","909,56","17 945,80","18 547,90","0,00","106,74","461,12","117,52","1,16","13,96","64,31","9,74","50,40","20,25","590,95","41,00","8,00","17,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Nový Telečkov","934,25","367,51","1 351,56","0,00","0,00","0,00","14,44","173,77","0,00",NA,"103,00","18,00","6,00","33,00","42,00","2,00","2,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,00","1,00","0,00","1,00","2,00","0,00","0,00","3,00","2,00","0,00","0,00","0,00","0,00","8,00","2,00","9,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,00",NA,NA,"6,00","173,77","1 539,77","1,00","605,52","1 365,99","934,25","0,00","76,64","228,13","16,99","0,00","35,82","0,00","1,48","2,91","5,54","266,86","4,00","1,00","0,00","Vysočina","TŘEBÍČ","Třebíč"
"Nový Vestec","4 525,40","314,31","5 035,50","1 599,48","0,00","220,64","1 527,92","92,51","2,00",NA,"433,00","86,00","59,00","121,00","136,00","16,00","15,00","0,00","0,00","0,00","5,00","7,00","5,00","3,00","2,00","63,00","10,00","2,00","13,00","18,00","0,00","10,00","38,00","1,00","2,00","0,00","0,00","0,00","7,00","11,00","59,00","11,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","134,00",NA,"1,00","7,00","1 691,99","8 255,41","24,00","3 509,37","6 563,42","4 746,04","0,00","3,09","229,07","25,74","0,00","12,98","0,00","19,04","18,32","6,07","260,37","11,00","6,00","9,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nučice","13 915,88","595,39","26 497,40","26 666,34","1 227,35","40 916,13","1 666,66","703,07","6,00",NA,"2 181,00","196,00","512,00","685,00","675,00","49,00","64,00","13,00","0,00","0,00","18,00","31,00","28,00","12,00","7,00","253,00","44,00","19,00","83,00","87,00","0,00","21,00","134,00","2,00","3,00","10,00","3,00","1,00","7,00","55,00","279,00","36,00","5,00","1,00","1,00","3,00","0,00","0,00","0,00","0,00","578,00",NA,NA,"37,00","27 369,41","56 760,83","92,00","1 928,81","29 391,42","54 832,02","0,00","61,96","301,18","147,41","2,59","28,75","0,00","4,98","20,57","27,96","353,08","68,00","16,00","31,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Nučice","4 277,18","498,06","4 490,74","294,65","0,22","410,31","740,88","133,59","0,00",NA,"382,00","62,00","61,00","113,00","113,00","16,00","17,00","0,00","0,00","0,00","5,00","5,00","1,00","2,00","1,00","66,00","11,00","2,00","11,00","17,00","0,00","7,00","29,00","2,00","0,00","2,00","0,00","0,00","8,00","11,00","42,00","5,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","114,00",NA,NA,"1,00","428,24","5 660,08","22,00","972,59","5 231,85","4 687,49","0,00","13,03","385,67","33,39","0,28","43,38","0,00","7,06","6,73","8,52","436,07","14,00","5,00","4,00","Středočeský kraj","ŘÍČANY","Kolín"
